"","date","fit.x","lwr.x","upr.x","fit.y","lwr.y","upr.y"
"1",2021-04-26,0.000638324052573255,-0.000313524558609065,0.0015783719389958,0.000635219838474442,-0.000314112282204982,0.00157251315732611
"2",2021-05-03,0.000515652615114333,-0.000328905302018626,0.00134930454982132,0.000445966667258129,-0.000349264961161765,0.00122665718295756
"3",2021-05-10,0.000345102360201789,-0.00038060784123859,0.00105959830975135,0.000273860934033062,-0.000401173445735071,0.000940470151508564
"4",2021-05-17,0.000130056130849622,-0.000471798477731101,0.000704555623993632,0.00018233058661413,-0.000445674810595766,0.000783892650396495
"5",2021-05-24,-7.39329740851888e-05,-0.000587627642078414,0.000411725054425117,0.000179135170826618,-0.000448354465394399,0.000779425728373714
"6",2021-05-31,-0.000250774137172235,-0.000761266353956082,0.000231618063157273,0.000258778579178236,-0.000407586675367166,0.00091521332246573
"7",2021-06-07,-0.000558535255788802,-0.00123915371951202,0.000104454089375998,0.000324775572754761,-0.000209200876920639,0.000856265612780502
"8",2021-06-14,-0.000425352610743437,-0.00107997174197057,0.000219891084971795,0.00287074333253169,0.00231701216534261,0.00342133883850192
"9",2021-06-21,-0.000183201845689642,-0.000796763339548364,0.000426571879364217,0.00671550191490052,0.00537153691724431,0.00801914271889617
"10",2021-06-28,0.000181793599862569,-0.0003694915094564,0.000736166108248836,0.00717546167143039,0.00572082929168134,0.00858237217303605
"11",2021-07-05,0.000670199573825411,0.000175039022382407,0.00116092866412481,0.00679207367675672,0.00543105973997179,0.00811072921875241
"12",2021-07-12,0.00127008403915804,0.000822493934273183,0.00171204347320261,0.00668661041439094,0.00535039113005273,0.00798392794055447
"13",2021-07-19,0.00163329506825452,0.00119224950074871,0.0020609424359651,0.00554249823840994,0.00448275423287625,0.00659391338643756
"14",2021-07-26,0.00166963770537385,0.00122323850098014,0.00209927481191323,0.00498274235530158,0.00403785406188545,0.00592941916988185
"15",2021-08-02,0.00222903916056311,0.00175928083048785,0.00269669343979499,0.00415857938005612,0.0033859437325383,0.00494382657907136
"16",2021-08-09,0.00250588426506795,0.0020087935080573,0.00300342029209642,0.00363410174498183,0.00295965040241199,0.00432256468448531
"17",2021-08-16,0.00362235077759766,0.00294994690756713,0.00430866066849003,0.00342593099747711,0.00278590923245102,0.00407828527431665
"18",2021-08-23,0.00452208664812464,0.00367753831689938,0.00537052386802708,0.00305681106230503,0.00248077218065464,0.00364438501245257
"19",2021-08-30,0.004800361268232,0.00389707130309833,0.00571465374824044,0.00252973209819992,0.0020301379697453,0.00302986673280243
