"","date","fit.x","lwr.x","upr.x","group","fit.y","lwr.y","upr.y"
"1",2021-04-26,0.000638324052573255,-0.000313524558609065,0.0015783719389958,"d1",0.000638324052573255,-0.000313524558609065,0.0015783719389958
"2",2021-05-03,0.000515652615114333,-0.000328905302018626,0.00134930454982132,"d1",0.000515652615114333,-0.000328905302018626,0.00134930454982132
"3",2021-05-10,0.000345102360201789,-0.00038060784123859,0.00105959830975135,"d1",0.000345102360201789,-0.00038060784123859,0.00105959830975135
"4",2021-05-17,0.000130056130849622,-0.000471798477731101,0.000704555623993632,"d1",0.000130056130849622,-0.000471798477731101,0.000704555623993632
"5",2021-05-24,-7.39329740851888e-05,-0.000587627642078414,0.000411725054425117,"d1",-7.39329740851888e-05,-0.000587627642078414,0.000411725054425117
"6",2021-05-31,-0.000250774137172235,-0.000761266353956082,0.000231618063157273,"d1",-0.000250774137172235,-0.000761266353956082,0.000231618063157273
"7",2021-06-07,-0.000558535255788802,-0.00123915371951202,0.000104454089375998,"d1",-0.000383492506397583,-0.00092504344729877,0.000135864944541909
"8",2021-06-14,-0.000425352610743437,-0.00107997174197057,0.000219891084971795,"d1",-0.000474540642422542,-0.00104701037072757,9.16530316371847e-05
"9",2021-06-21,-0.000183201845689642,-0.000796763339548364,0.000426571879364217,"d1",-0.000536566640448559,-0.00114549615958102,6.25182350523005e-05
"10",2021-06-28,0.000181793599862569,-0.0003694915094564,0.000736166108248836,"d1",-0.000578793193297229,-0.00121199711169877,4.51594165040176e-05
"11",2021-07-05,0.000670199573825411,0.000175039022382407,0.00116092866412481,"d1",-0.000609729726542575,-0.00126193419308648,2.82891933247447e-05
"12",2021-07-12,0.00127008403915804,0.000822493934273183,0.00171204347320261,"d1",-0.000632386481490597,-0.00130087787935947,1.99082096656884e-05
"13",2021-07-19,0.00163329506825452,0.00119224950074871,0.0020609424359651,"d1",-0.000648107849918885,-0.00132855632137552,1.34876661505267e-05
"14",2021-07-26,0.00166963770537385,0.00122323850098014,0.00209927481191323,"d1",-0.00065674177785489,-0.0013450987558403,1.27306880342915e-05
"15",2021-08-02,0.00222903916056311,0.00175928083048785,0.00269669343979499,"d1",-0.000662925851010098,-0.00135400475247024,8.56788602810931e-06
"16",2021-08-09,0.00250588426506795,0.0020087935080573,0.00300342029209642,"d1",-0.000667721236298261,-0.00136126379761529,4.89156960553574e-06
"17",2021-08-16,0.00362235077759766,0.00294994690756713,0.00430866066849003,"d1",-0.000671056775457243,-0.00136686466806684,2.65059240347824e-06
"18",2021-08-23,0.00452208664812464,0.00367753831689938,0.00537052386802708,"d1",-0.000673549794399807,-0.00137124700732476,1.4633666331713e-06
"19",2021-08-30,0.004800361268232,0.00389707130309833,0.00571465374824044,"d1",-0.000675285427961421,-0.00137437063251413,6.36823016925155e-07
