"","time","date.x.x","I.x.x","date.y.x","I.y.x","date.x.y","I.x.y","date.y.y","I.y.y","date","I"
"12",5.5,2021-04-28,0.000807473364351756,2021-04-28,0.000814516451731031,2021-04-28,0.000847475593492759,2021-04-28,0.000920968665170327,2021-04-28,0.00107537420739536
"13",6,2021-04-29,0.000783403269448118,2021-04-29,0.000791423931589152,2021-04-29,0.000831479661013473,2021-04-29,0.000928179657772696,2021-04-29,0.00114684288288005
"14",6.5,2021-04-29,0.000759964924032997,2021-04-29,0.00076903438671938,2021-04-29,0.000817390721203006,2021-04-29,0.000943760377964386,2021-04-29,0.00125126731476573
"15",7,2021-04-30,0.000737148046964558,2021-04-30,0.000747341630890363,2021-04-30,0.000805389881895917,2021-04-30,0.00096957771742792,2021-04-30,0.00139944828505031
"16",7.5,2021-04-30,0.000714942241464872,2021-04-30,0.000726339567123103,2021-04-30,0.000795686252700472,2021-04-30,0.00100794847879499,2021-04-30,0.0016057604594981
"17",8,2021-05-01,0.000693337013929368,2021-05-01,0.000706022215571217,2021-05-01,0.000788521013969513,2021-05-01,0.0010617456673613,2021-05-01,0.00188931072942689
"18",8.5,2021-05-01,0.000672321791846599,2021-05-01,0.000686383740865156,2021-05-01,0.000784172053991708,2021-05-01,0.00113452926629563,2021-05-01,0.0022754567633398
"19",9,2021-05-02,0.000651885940846672,2021-05-02,0.000667418478949817,2021-05-02,0.000782959251356797,2021-05-02,0.00123070686475526,2021-05-02,0.00279778679626462
"20",9.5,2021-05-02,0.000632018780897651,2021-05-02,0.000649120963446076,2021-05-02,0.000785250489092924,2021-05-02,0.00135573055112612,2021-05-02,0.00350068152330466
"21",10,2021-05-03,0.000612709601670074,2021-05-03,0.000631485951567699,2021-05-03,0.000791468497811376,2021-05-03,0.00151633765629127,2021-05-03,0.00444259547063559
"22",10.5,2021-05-03,0.00059394767709037,2021-05-03,0.000614508449625888,2021-05-03,0.000802098636756837,2021-05-03,0.00172084420625179,2021-05-03,0.00570020036003755
"23",11,2021-05-04,0.000575722279104577,2021-05-04,0.000598183738154335,2021-05-04,0.000817697734356496,2021-05-04,0.00197950125582901,2021-05-04,0.00737351159665111
"24",11.5,2021-05-04,0.000558022690674193,2021-05-04,0.000582507396688225,2021-05-04,0.000838904123556893,2021-05-04,0.00230492550420455,2021-05-04,0.00959204406214216
"25",12,2021-05-05,0.000540838218026365,2021-05-05,0.000567475328230939,2021-05-05,0.000866449021846314,2021-05-05,0.00271261652681793,2021-05-05,0.0125218691611965
"26",12.5,2021-05-05,0.000524158202180884,2021-05-05,0.000553083783442526,2021-05-05,0.000901169421218495,2021-05-05,0.00322157324595356,2021-05-05,0.016373098571342
"27",13,2021-05-06,0.000507972029776633,2021-05-06,0.000539329384584105,2021-05-06,0.000944022669170528,2021-05-06,0.00385502134566798,2021-05-06,0.0214066935929362
"28",13.5,2021-05-06,0.00049226914322024,2021-05-06,0.000526209149252379,2021-05-06,0.000996102937730872,2021-05-06,0.00464126035330445,2021-05-06,0.027938451729793
"29",14,2021-05-07,0.000477039050179695,2021-05-07,0.000513720513938337,2021-05-07,0.00105865979287784,2021-05-07,0.00561463276621287,2021-05-07,0.0363364126362747
"30",14.5,2021-05-07,0.000462271332445684,2021-05-07,0.000501861357443974,2021-05-07,0.00113311909067699,2021-05-07,0.00681660601394884,2021-05-07,0.0470057146794932
"31",15,2021-05-08,0.000447955654183249,2021-05-08,0.00049063002419054,2021-05-08,0.00122110643784761,2021-05-08,0.00829693855743268,2021-05-08,0.0603524242840666
"32",15.5,2021-05-08,0.000434081769596261,2021-05-08,0.000480025347451341,2021-05-08,0.00132447346164332,2021-05-08,0.0101148704469094,2021-05-08,0.0767161395031078
"33",16,2021-05-09,0.000420639530026954,2021-05-09,0.000470046672541533,2021-05-09,0.00144532713472331,2021-05-09,0.0123402316056139,2021-05-09,0.0962626971215562
"34",16.5,2021-05-09,0.000407618890512538,2021-05-09,0.00046069387999667,2021-05-09,0.00158606239221546,2021-05-09,0.0150542926169916,2021-05-09,0.118837213085032
"35",17,2021-05-10,0.000395009915820599,2021-05-10,0.000451967408770903,2021-05-10,0.00174939825665213,2021-05-10,0.0183500875518117,2021-05-10,0.143798490567053
"36",17.5,2021-05-10,0.000382802785984673,2021-05-10,0.000443868279484798,2021-05-10,0.00193841764699881,2021-05-10,0.0223318130256131,2021-05-10,0.169888739517334
"37",18,2021-05-11,0.000370987801361003,2021-05-11,0.000436398117751648,2021-05-11,0.00215661098431979,2021-05-11,0.0271127546212214,2021-05-11,0.195224859866449
"38",18.5,2021-05-11,0.000359555387227114,2021-05-11,0.00042955917760992,2021-05-11,0.00240792361078193,2021-05-11,0.0328110256923589,2021-05-11,0.217498011099572
"39",19,2021-05-12,0.000348496097942414,2021-05-12,0.000423354365088116,2021-05-12,0.00269680690072757,2021-05-12,0.0395422610973941,2021-05-12,0.234401318835996
"40",19.5,2021-05-12,0.000337800620690596,2021-05-12,0.000417787261926817,2021-05-12,0.00302827275014604,2021-05-12,0.047408360762482,2021-05-12,0.244175621760672
"41",20,2021-05-13,0.00032745977882315,2021-05-13,0.000412862149480978,2021-05-13,0.00340795086906666,2021-05-13,0.0564815416451343,2021-05-13,0.246051353740295
"42",20.5,2021-05-13,0.000317464534822849,2021-05-13,0.000408584032823719,2021-05-13,0.00384214795230283,2021-05-13,0.0667834926473816,2021-05-13,0.240382554848437
"43",21,2021-05-14,0.000307805992905556,2021-05-14,0.000404958665070808,2021-05-14,0.00433790734671946,2021-05-14,0.0782605094474067,2021-05-14,0.228432462789404
"44",21.5,2021-05-14,0.000298475401278237,2021-05-14,0.000401992571942824,2021-05-14,0.00490306724412187,2021-05-14,0.0907572160986391,2021-05-14,0.211952291742033
"45",22,2021-05-15,0.000289464154070538,2021-05-15,0.000399693076579566,2021-05-15,0.00554631468224645,2021-05-15,0.103993729838626,2021-05-15,0.192756419152367
"46",22.5,2021-05-15,0.000280763792956806,2021-05-15,0.000398068324618625,2021-05-15,0.00627723170584376,2021-05-15,0.117553344754105,2021-05-15,0.172428685138241
"47",23,2021-05-16,0.000272366008484902,2021-05-16,0.000397127309547157,2021-05-16,0.00710632890115606,2021-05-16,0.130888918386349,2021-05-16,0.152188231053926
"48",23.5,2021-05-16,0.000264262641127649,2021-05-16,0.000396879898332785,2021-05-16,0.00804506015209486,2021-05-16,0.143354731780535,2021-05-16,0.132875965370034
"49",24,2021-05-17,0.000256445682072253,2021-05-17,0.000397336857336136,2021-05-17,0.00910581086964191,2021-05-17,0.15426561680133,2021-05-17,0.11500663845278
"50",24.5,2021-05-17,0.000248907273762523,2021-05-17,0.000398509878503861,2021-05-17,0.0103018501338459,2021-05-17,0.162977009686704,2021-05-17,0.0988437111875153
"51",25,2021-05-18,0.000241639710208202,2021-05-18,0.000400411605836976,2021-05-18,0.0116472352113319,2021-05-18,0.168970892944547,2021-05-18,0.0844724482887497
"52",25.5,2021-05-18,0.000234635437075224,2021-05-18,0.000403055662125043,2021-05-18,0.013156654872905,2021-05-18,0.171927506754885,2021-05-18,0.0718607126404879
"53",26,2021-05-19,0.000227887051570222,2021-05-19,0.00040645667593203,2021-05-19,0.0148451960100058,2021-05-19,0.171764714395961,2021-05-19,0.060905085088318
"54",26.5,2021-05-19,0.000221387302132093,2021-05-19,0.000410630308814639,2021-05-19,0.0167280165054014,2021-05-19,0.168636100600702,2021-05-19,0.0514637070633261
"55",27,2021-05-20,0.000215129087942981,2021-05-20,0.000415593282748415,2021-05-20,0.0188199065418874,2021-05-20,0.162891328219129,2021-05-20,0.0433784998381515
"56",27.5,2021-05-20,0.000209105458270512,2021-05-20,0.000421363407731059,2021-05-20,0.0211347210607725,2021-05-20,0.155012302684099,2021-05-20,0.0364894651946885
"57",28,2021-05-21,0.000203309611652704,2021-05-21,0.000427959609526006,2021-05-21,0.0236846685815822,2021-05-21,0.145542457757253,2021-05-21,0.0306433590345157
"58",28.5,2021-05-21,0.000197734894936459,2021-05-21,0.000435401957502479,2021-05-21,0.0264794468619391,2021-05-21,0.135023899690954,2021-05-21,0.0256985123001454
"59",29,2021-05-22,0.000192374802180115,2021-05-22,0.000443711692520839,2021-05-22,0.0295252247692372,2021-05-22,0.123951018858831,2021-05-22,0.0215271018160135
"60",29.5,2021-05-22,0.000187222973430125,2021-05-22,0.000452911254804137,2021-05-22,0.0328234830471298,2021-05-22,0.112742821664579,2021-05-22,0.0180157934901642
"61",30,2021-05-23,0.00018227319338143,2021-05-23,0.000463024311728224,2021-05-23,0.036369744915874,2021-05-23,0.101731749030912,2021-05-23,0.0150653933375216
"62",30.5,2021-05-23,0.000177519389930744,2021-05-23,0.000474075785453633,2021-05-23,0.0401522506145237,2021-05-23,0.0911646356152676,2021-05-23,0.0125899336382974
"63",31,2021-05-24,0.000172955632631511,2021-05-24,0.000486091880312623,2021-05-24,0.0441506571258067,2021-05-24,0.0812112047336365,2021-05-24,0.0105154746398827
"64",31.5,2021-05-24,0.000168576131058908,2021-05-24,0.000499100109854269,2021-05-24,0.0483348731799224,2021-05-24,0.0719762619017646,2021-05-24,0.00877880065920754
"65",32,2021-05-25,0.000164375233092894,2021-05-25,0.000513129323439219,2021-05-25,0.0526641663933385,2021-05-25,0.0635128603623726,2021-05-25,0.0073261204812542
"66",32.5,2021-05-25,0.0001603474231269,2021-05-25,0.000528209732263719,2021-05-25,0.0570866986336268,2021-05-25,0.0558347577959744,2021-05-25,0.00611183592346671
"67",33,2021-05-26,0.000156487320209416,2021-05-26,0.000544372934679689,2021-05-26,0.061539650775964,2021-05-26,0.0489272943885042,2021-05-26,0.0050974122970406
"68",33.5,2021-05-26,0.000152789676125357,2021-05-26,0.000561651940663932,2021-05-26,0.0659500820958163,2021-05-26,0.0427563736158706,2021-05-26,0.0042503652159314
"69",34,2021-05-27,0.000149249373423754,2021-05-27,0.000580081195275027,2021-05-27,0.0702366272356315,2021-05-27,0.0372755603237051,2021-05-27,0.00354336625235088
"70",34.5,2021-05-27,0.000145861423397976,2021-05-27,0.000599696600920985,2021-05-27,0.0743120631346815,2021-05-27,0.0324314859708109,2021-05-27,0.0029534628648338
"71",35,2021-05-28,0.000142620964024391,2021-05-28,0.000620535538244338,2021-05-28,0.0780866832266051,2021-05-28,0.028167823198971,2021-05-28,0.00246140415058988
"72",35.5,2021-05-28,0.000139523257865011,2021-05-28,0.000642636885413953,2021-05-28,0.0814723070598652,2021-05-28,0.0244281031623286,2021-05-28,0.00205106215464932
"73",36,2021-05-29,0.00013656368993944,2021-05-29,0.000666041035594511,2021-05-29,0.0843866470727013,2021-05-29,0.0211576280593533,2021-05-29,0.00170893793448838
"74",36.5,2021-05-29,0.000133737765571076,2021-05-29,0.000690789912345202,2021-05-29,0.0867576710607247,2021-05-29,0.0183046961956617,2021-05-29,0.0014237418177362
"75",37,2021-05-30,0.000131041108212298,2021-05-30,0.000716926982678782,2021-05-30,0.0885275585581033,2021-05-30,0.0158213182333714,2021-05-30,0.0011860379653656
"76",37.5,2021-05-30,0.000128469457253071,2021-05-30,0.000744497267490722,2021-05-30,0.0896558652478662,2021-05-30,0.0136635666485574,2021-05-30,0.000987944245921786
"77",38,2021-05-31,0.000126018665817155,2021-05-31,0.00077354734904571,2021-05-31,0.0901215840863826,2021-05-31,0.0117916683647657,2021-05-31,0.000822879400635773
"78",38.5,2021-05-31,0.000123684698549836,2021-05-31,0.000804125375185308,2021-05-31,0.0899239147956134,2021-05-31,0.010169923842107,2021-05-31,0.000685350451069072
"79",39,2021-06-01,0.000121463629400894,2021-06-01,0.000836281059896082,2021-06-01,0.0890817035665605,2021-06-01,0.00876651443067433,2021-06-01,0.000570774221913915
"80",39.5,2021-06-01,0.00011935163940625,2021-06-01,0.000870065679852135,2021-06-01,0.0876316653260738,2021-06-01,0.00755324296169545,2021-06-01,0.000475327696320138
"81",40,2021-06-02,0.000117345014471555,2021-06-02,0.000905532066519631,2021-06-02,0.0856256259466182,2021-06-02,0.00650523961691064,2021-06-02,0.000395822678792849
"82",40.5,2021-06-02,0.000115440143160729,2021-06-02,0.000942734593383745,2021-06-02,0.0831271027906676,2021-06-02,0.00560065535314607,2021-06-02,0.000329600909450978
"83",41,2021-06-03,0.000113633514492308,2021-06-03,0.000981729157830584,2021-06-03,0.0802075712765429,2021-06-03,0.0048203579038022,2021-06-03,0.000274446356701904
"84",41.5,2021-06-03,0.000111921715746209,2021-06-03,0.00102257315718807,2021-06-03,0.0769427460369635,2021-06-03,0.00414764006970551,2021-06-03,0.000228511919511303
"85",42,2021-06-04,0.000110301430283377,2021-06-04,0.00106532545840074,2021-06-04,0.0734091493209259,2021-06-04,0.00356794618807164,2021-06-04,0.000190258203123263
"86",42.5,2021-06-04,0.000108769435380583,2021-06-04,0.00111004636078403,2021-06-04,0.0696811622541409,2021-06-04,0.00306861996312153,2021-06-04,0.000158402401398954
"87",43,2021-06-05,0.000107322600082481,2021-06-05,0.00115679755127404,2021-06-05,0.0658286720195306,2021-06-05,0.00263867496827659,2021-06-05,0.000131875632794537
"88",43.5,2021-06-05,0.000105957883072852,2021-06-05,0.00120564205155943,2021-06-05,0.0619153524221665,2021-06-05,0.0022685878670633,2021-06-05,0.000109787342784404
"89",44,2021-06-06,0.000104672330566844,2021-06-06,0.00125664415645268,2021-06-06,0.0579975545763272,2021-06-06,0.0019501135801782,2021-06-06,9.1395609978114e-05
"90",44.5,2021-06-06,0.000103463074225824,2021-06-06,0.00130986936282983,2021-06-06,0.0541237419354341,2021-06-06,0.0016761211236163,2021-06-06,7.60823822730506e-05
"91",45,2021-06-07,0.000102327329096368,2021-06-07,0.00136538428843996,2021-06-07,0.0503343792627739,2021-06-07,0.00144044856366557,2021-06-07,6.33328283972054e-05
"92",45.5,2021-06-07,0.000101262391574731,2021-06-07,0.00142325657985961,2021-06-07,0.0466621757419852,2021-06-07,0.00123777540992933,2021-06-07,5.27181237064342e-05
"93",46,2021-06-08,0.000100265637398056,2021-06-08,0.00148355480884303,2021-06-08,0.0431325844805844,2021-06-08,0.00106351074705181,2021-06-08,4.38811010554077e-05
"94",46.5,2021-06-08,9.93345196634318e-05,2021-06-08,0.00154634835629705,2021-06-08,0.039764470263235,2021-06-08,0.000913695453199227,2021-06-08,3.65242913425923e-05
"95",47,2021-06-09,9.84665668758127e-05,2021-06-09,0.00161170728308997,2021-06-09,0.0365708711346013,2021-06-09,0.000784916942714537,2021-06-09,3.03999568185377e-05
"96",47.5,2021-06-09,9.7659381025687e-05,2021-06-09,0.00167970218688842,2021-06-09,0.0335597945661646,2021-06-09,0.000674234983531148,2021-06-09,2.5301785889435e-05
"97",48,2021-06-10,9.69106356972984e-05,2021-06-10,0.00175040404420413,2021-06-10,0.0307350037320638,2021-06-10,0.000579117264336747,2021-06-10,2.10579730136298e-05
"98",48.5,2021-06-10,9.62180742081111e-05,2021-06-10,0.00182388403682599,2021-06-10,0.0280967626549404,2021-06-10,0.000497383513642292,2021-06-10,1.75254531236303e-05
"99",49,2021-06-11,9.55795077801257e-05,2021-06-11,0.0019002133618115,2021-06-11,0.0256425201245069,2021-06-11,0.000427157097287148,2021-06-11,1.45850982803219e-05
"100",49.5,2021-06-11,9.49928137435635e-05,2021-06-11,0.00197946302421704,2021-06-11,0.0233675211868982,2021-06-11,0.000366823139040953,2021-06-11,1.2137716215333e-05
"101",50,2021-06-12,9.4455933773354e-05,2021-06-12,0.00206170361175942,2021-06-12,0.0212653417603408,2021-06-12,0.000314992318852819,2021-06-12,1.01007170789266e-05
"102",50.5,2021-06-12,9.39668721587841e-05,2021-06-12,0.00214700505062196,2021-06-12,0.0193283468059367,2021-06-12,0.000270469603968255,2021-06-12,8.40533695388449e-06
"103",51,2021-06-13,9.35236941065947e-05,2021-06-13,0.0022354363416495,2021-06-13,0.0175480757868879,2021-06-13,0.000232227259286925,2021-06-13,6.99432524875298e-06
"104",51.5,2021-06-13,9.31245240777399e-05,2021-06-13,0.00232706527621777,2021-06-13,0.015915561208064,2021-06-13,0.000199381565122853,2021-06-13,5.82001855585054e-06
"105",52,2021-06-14,9.27675441579616e-05,2021-06-14,0.00242195813111564,2021-06-14,0.0144215871382706,2021-06-14,0.000171172743387309,2021-06-14,4.84273646012232e-06
"106",52.5,2021-06-14,9.24509924622708e-05,2021-06-14,0.00252017934184484,2021-06-14,0.013056895036898,2021-06-14,0.000146947657742908,2021-06-14,4.029445540113e-06
"107",53,2021-06-15,9.21731615733696e-05,2021-06-15,0.00262179115382168,2021-06-15,0.0118123441456714,2021-06-15,0.000126144910158506,2021-06-15,3.35264676774021e-06
"108",53.5,2021-06-15,9.19323970139958e-05,2021-06-15,0.00272685325106108,2021-06-15,0.0106790333309959,2021-06-15,0.000108282006240469,2021-06-15,2.78944898623183e-06
"109",54,2021-06-16,9.17270957531223e-05,2021-06-16,0.00283542236203524,2021-06-16,0.00964839069887053,2021-06-16,9.29443054317179e-05,2021-06-16,2.32079737349409e-06
"110",54.5,2021-06-16,9.15557047458956e-05,2021-06-16,0.00294755184252935,2021-06-16,0.0087122366446973,2021-06-16,7.97755103304609e-05,2021-06-16,1.93083098822178e-06
"111",55,2021-06-17,9.14167195071574e-05,2021-06-17,0.00306329123546584,2021-06-17,0.00786282530939291,2021-06-17,6.84694826171683e-05,2021-06-17,1.60634782087851e-06
"112",55.5,2021-06-17,9.13086827183509e-05,2021-06-17,0.00318268580783782,2021-06-17,0.00709286873460029,2021-06-17,5.87632019717851e-05,2021-06-17,1.33635937526257e-06
"113",56,2021-06-18,9.12301828675764e-05,2021-06-18,0.00330577606508276,2021-06-18,0.00639554737097567,2021-06-18,5.04307094409921e-05,2021-06-18,1.11171980882185e-06
"114",56.5,2021-06-18,9.11798529225292e-05,2021-06-18,0.00343259724343957,2021-06-18,0.00576451001022679,2021-06-18,4.32778984519367e-05,2021-06-18,9.24817161328798e-07
"115",57,2021-06-19,9.11563690360165e-05,2021-06-19,0.0035631787810673,2021-06-19,0.00519386569117882,2021-06-19,3.71380354877447e-05,2021-06-19,7.69316285463501e-07
"116",57.5,2021-06-19,9.11584492837251e-05,2021-06-19,0.00369754376896179,2021-06-19,0.00467816967434616,2021-06-19,3.18679087169161e-05,2021-06-19,6.39944828878823e-07
"117",58,2021-06-20,9.11848524338827e-05,2021-06-20,0.0038357083829877,2021-06-20,0.00421240518628613,2021-06-20,2.73445169349502e-05,2021-06-20,5.32315063454643e-07
"118",58.5,2021-06-20,9.1234376748431e-05,2021-06-20,0.00397768129864814,2021-06-20,0.00379196230015762,2021-06-20,2.34622233236524e-05,2021-06-20,4.42775562042909e-07
"119",59,2021-06-21,9.13058588153079e-05,2021-06-21,0.00412346309054117,2021-06-21,0.00341261503694706,2021-06-21,2.0130309016865e-05,2021-06-21,3.68287726363136e-07
"120",59.5,2021-06-21,9.13981724114144e-05,2021-06-21,0.00427304561880133,2021-06-21,0.00307049753679955,2021-06-21,1.72708705038544e-05,2021-06-21,3.06323005413709e-07
"121",60,2021-06-22,9.1510227395824e-05,2021-06-22,0.00442641140519398,2021-06-22,0.00276207995582652,2021-06-22,1.48170126976789e-05,2021-06-22,2.54777339804514e-07
"122",60.5,2021-06-22,9.16409686327776e-05,2021-06-22,0.00458353300191759,2021-06-22,0.00248414458494546,2021-06-22,1.27112962146246e-05,2021-06-22,2.11899947110748e-07
"123",61,2021-06-23,9.17893749439877e-05,2021-06-23,0.00474437235657332,2021-06-23,0.00223376255848011,2021-06-23,1.09044031990695e-05,2021-06-23,1.76234046126604e-07
"124",61.5,2021-06-23,9.195445808977e-05,2021-06-23,0.00490888017717718,2021-06-23,0.00200827141668037,2021-06-23,9.3539910132451e-06,2021-06-23,1.46567519949349e-07
"125",62,2021-06-24,9.21352617785002e-05,2021-06-24,0.00507699530151604,2021-06-24,0.00180525370383542,2021-06-24,8.02370740359213e-06,2021-06-24,1.21891852636327e-07
"126",62.5,2021-06-24,9.23308607038929e-05,2021-06-24,0.00524864407557813,2021-06-24,0.00162251671862673,2021-06-24,6.88234445017528e-06,2021-06-24,1.01367952985474e-07
"127",63,2021-06-25,9.25403596095841e-05,2021-06-25,0.00542373974621802,2021-06-25,0.00145807348268688,2021-06-25,5.90311178542709e-06,2021-06-25,8.42977111540814e-08
"128",63.5,2021-06-25,9.27628923804949e-05,2021-06-25,0.00560218187363771,2021-06-25,0.00131012495435545,2021-06-25,5.06301230459167e-06,2021-06-25,7.01003271479726e-08
"129",64,2021-06-26,9.29976211604479e-05,2021-06-26,0.005783855769674,2021-06-26,0.00117704348512982,2021-06-26,4.34230594415663e-06,2021-06-26,5.82926111786974e-08
"130",64.5,2021-06-26,9.3243735495503e-05,2021-06-26,0.00596863196826883,2021-06-26,0.00105735749444145,2021-06-26,3.72404912937732e-06,2021-06-26,4.84725899097402e-08
"131",65,2021-06-27,9.3500451502474e-05,2021-06-27,0.00615636573485692,2021-06-27,0.000949737322607797,2021-06-27,3.19369923348679e-06,2021-06-27,4.03058642000602e-08
"132",65.5,2021-06-27,9.3767011062089e-05,2021-06-27,0.00634689662172336,2021-06-27,0.000852982210848675,2021-06-27,2.7387748888102e-06,2021-06-27,3.35142568575285e-08
"133",66,2021-06-28,9.404268103625e-05,2021-06-28,0.00654004807665479,2021-06-28,0.000766008350076253,2021-06-28,2.34856427776905e-06,2021-06-28,2.78663662617123e-08
"134",66.5,2021-06-28,9.43267525088534e-05,2021-06-28,0.00673562711242023,2021-06-28,0.000687837935925325,2021-06-28,2.01387463896126e-06,2021-06-28,2.31697061081846e-08
"135",67,2021-06-29,9.46185400496277e-05,2021-06-29,0.00693342404476244,2021-06-29,0.000617589165501623,2021-06-29,1.72681717536819e-06,2021-06-29,1.9264165133057e-08
"136",67.5,2021-06-29,9.49173810004481e-05,2021-06-29,0.00713321230664648,2021-06-29,0.000554467111041191,2021-06-29,1.48062236998896e-06,2021-06-29,1.60165653021486e-08
"137",68,2021-06-30,9.52226347835906e-05,2021-06-30,0.00733474834648943,2021-06-30,0.000497755406653818,2021-06-30,1.26948141753577e-06,2021-06-30,1.33161340975859e-08
"138",68.5,2021-06-30,9.55336822313884e-05,2021-06-30,0.00753777161797376,2021-06-30,0.000446808686219203,2021-06-30,1.08841008533376e-06,2021-06-30,1.10707374576186e-08
"139",69,2021-07-01,9.58499249367581e-05,2021-07-01,0.00774200466881686,2021-07-01,0.000401045713040727,2021-07-01,9.33131836103421e-07,2021-07-01,9.20374566553958e-09
"140",69.5,2021-07-01,9.61707846240662e-05,2021-07-01,0.00794715333552338,2021-07-01,0.000359943144823262,2021-07-01,7.99977491777053e-07,2021-07-01,7.65142590886808e-09
"141",70,2021-07-02,9.6495702539812e-05,2021-07-02,0.00815290705067616,2021-07-02,0.000323029880761453,2021-07-02,6.8579910116316e-07,2021-07-02,6.36077306316479e-09
"142",70.5,2021-07-02,9.68241388626058e-05,2021-07-02,0.00835893926872184,2021-07-02,0.000289881940875741,2021-07-02,5.87896003939534e-07,2021-07-02,5.2877050977932e-09
"143",71,2021-07-03,9.71555721319289e-05,2021-07-03,0.00856490801547296,2021-07-03,0.000260117831118244,2021-07-03,5.03951366709778e-07,2021-07-03,4.39556185467267e-09
"144",71.5,2021-07-03,9.74894986951654e-05,2021-07-03,0.00877045656567826,2021-07-03,0.000233394351117951,2021-07-03,4.31977710219319e-07,2021-07-03,3.65385623273529e-09
"145",72,2021-07-04,9.78254321724049e-05,2021-07-04,0.0089752142520083,2021-07-04,0.00020940280469222,2021-07-04,3.70270155902439e-07,2021-07-04,3.0372353677002e-09
"146",72.5,2021-07-04,9.81629029385176e-05,2021-07-04,0.00917879740766545,2021-07-04,0.000187865576382774,2021-07-04,3.17366299542093e-07,2021-07-04,2.52461651804260e-09
"147",73,2021-07-05,9.85014576220155e-05,2021-07-05,0.00938081044356468,2021-07-05,0.000168533040254665,2021-07-05,2.72011774113817e-07,2021-07-05,2.09846829435713e-09
"148",73.5,2021-07-05,9.88406586202148e-05,2021-07-05,0.00958084705965142,2021-07-05,0.000151180770010741,2021-07-05,2.33130696416596e-07,2021-07-05,1.74421280106659e-09
"149",74,2021-07-06,9.91800836302273e-05,2021-07-06,0.00977849158843864,2021-07-06,0.000135607022113982,2021-07-06,1.99800305929858e-07,2021-07-06,1.44972836340268e-09
"150",74.5,2021-07-06,9.9519325195312e-05,2021-07-06,0.00997332046727316,2021-07-06,0.000121630466072884,2021-07-06,1.71229202109101e-07,2021-07-06,1.20493592762978e-09
"151",75,2021-07-07,9.98579902661297e-05,2021-07-07,0.0101649038341997,2021-07-07,0.000109088138332293,2021-07-07,1.46738670305588e-07,2021-07-07,1.00145506416528e-09
"152",75.5,2021-07-07,0.000100195699776448,2021-07-07,0.0103528072406023,2021-07-07,9.78335983278758e-05,2021-07-07,1.25746658612548e-07,2021-07-07,8.32317867769466e-10
"153",76,2021-07-08,0.000100532088232857,2021-07-08,0.0105365934720929,2021-07-08,8.77352672131315e-05,2021-07-08,1.07754029872321e-07,2021-07-08,6.91731016402771e-10
"154",76.5,2021-07-08,0.000100866803318054,2021-07-08,0.0107158244674107,2021-07-08,7.86749315611864e-05,2021-07-08,9.23327662619337e-08,2021-07-08,5.74877887320519e-10
"155",77,2021-07-09,0.000101199505507286,2021-07-09,0.0108900633234292,2021-07-09,7.05463959881746e-05,2021-07-09,7.9115849542429e-08,2021-07-09,4.7775399096163e-10
"156",77.5,2021-07-09,0.000101529867697514,2021-07-09,0.0110588763727604,2021-07-09,6.32542701498305e-05,2021-07-09,6.77885792702002e-08,2021-07-09,3.97030116350434e-10
"157",78,2021-07-10,0.000101857574848909,2021-07-10,0.0112218353189461,2021-07-10,5.67128769373057e-05,2021-07-10,5.80811249373415e-08,2021-07-10,3.2993852448798e-10
