"","inc","inc.bot","inc.top","date"
"1",0.000448682587014109,6.82672159726687e-05,0.00082909795805555,2021-04-23
"2",0.000412330903226127,6.24606930458122e-05,0.000762201113406441,2021-04-24
"3",0.000378767830447144,5.71864602747808e-05,0.000700349200619507,2021-04-25
"4",0.000346939276290186,5.00589940587246e-05,0.000643819558521647,2021-04-26
"5",0.000322187814044788,4.18330905579721e-05,0.000602542537531604,2021-04-27
"6",0.000300752761976892,3.49725047441943e-05,0.000566533019209591,2021-04-28
"7",0.00028079155072086,2.92487027722321e-05,0.000532334398669488,2021-04-29
"8",0.00026218514577759,2.44717138057247e-05,0.000499898577749455,2021-04-30
"9",0.000244829382872655,2.04835728282766e-05,0.000469175192917034,2021-05-01
"10",0.000228632536486235,1.71528862565854e-05,0.000440112186715885,2021-05-02
"11",0.000214131555066145,1.43703269672357e-05,0.000413892783165055,2021-05-03
"12",0.000204703660002652,1.20448987862863e-05,0.000397362421219017,2021-05-04
"13",0.000196457234886746,1.01008381447477e-05,0.000382813631628745,2021-05-05
"14",0.000188529340462,8.47504346793607e-06,0.000368583637456064,2021-05-06
"15",0.000180903364118152,7.11494176894653e-06,0.000354691786467358,2021-05-07
"16",0.000173566373504955,5.97671754177257e-06,0.000341156029468138,2021-05-08
"17",0.000166508416723771,5.02384196607714e-06,0.000327992991481465,2021-05-09
"18",0.000159721950120523,4.22585111354669e-06,0.0003152180491275,2021-05-10
"19",0.000153334594678089,3.55733067408277e-06,0.000303111858682097,2021-05-11
"20",0.000148155818709442,2.99707202029855e-06,0.000293314565398586,2021-05-12
"21",0.000143342924150483,2.52737046651268e-06,0.000284158477834453,2021-05-13
"22",0.000138693744974095,2.13344157306899e-06,0.000275254048375122,2021-05-14
"23",0.000134204219599084,1.80293547953962e-06,0.000266605503718628,2021-05-15
"24",0.000129871193290104,1.5255326708009e-06,0.000258216853909406,2021-05-16
"25",0.000125692267785938,1.29260741163958e-06,0.000250091928160237,2021-05-17
"26",0.000121665679356895,1.0969474304625e-06,0.000242234411283327,2021-05-18
"27",0.000117790200530767,9.32520375085201e-07,0.000234647880686451,2021-05-19
"28",0.000114065061535235,7.94279173045253e-07,0.000227335843897424,2021-05-20
"29",0.000110489888175053,6.77999762900393e-07,0.000220301776587205,2021-05-21
"30",0.000107064653418757,5.80145769021645e-07,0.000213549161068492,2021-05-22
"31",0.000103789640431315,4.97755609724939e-07,0.000207081525252905,2021-05-23
"32",0.000100665415172587,4.2834828964585e-07,0.000200902482055529,2021-05-24
"33",9.76928069998468e-05,3.69844758876891e-07,0.000195015769240817,2021-05-25
"34",9.48728959771052e-05,3.20502245743597e-07,0.000189425289708467,2021-05-26
"35",9.22070058137667e-05,2.78859405550411e-07,0.000184135152221983,2021-05-27
"36",8.96967015376977e-05,2.43690489371861e-07,0.000179149712586024,2021-05-28
"37",8.73437911594927e-05,2.13967037573927e-07,0.000174473615281412,2021-05-29
"38",8.51503307106665e-05,1.88825852638866e-07,0.000170111835568695,2021-05-30
"39",8.31186321430266e-05,1.67542213659851e-07,0.000166069722072393,2021-05-31
"40",8.12512736631146e-05,1.49507467717454e-07,0.000162353039858512,2021-06-01
"41",7.95511121472838e-05,1.34210277172485e-07,0.000158968014017395,2021-06-02
"42",7.80212973421218e-05,1.21220921621474e-07,0.000155921373762622,2021-06-03
"43",7.66652876035465e-05,1.10178152936135e-07,0.000153220397054157,2021-06-04
"44",7.66923401541232e-05,1.00778184827108e-07,0.000153283902123419,2021-06-05
"45",7.74481410369472e-05,9.27654675404242e-08,0.000154803516606354,2021-06-06
"46",7.85497444333799e-05,8.59249559419363e-08,0.000157013563910818,2021-06-07
"47",8.09749007768422e-05,8.00756273046532e-08,0.00016186972592638,2021-06-08
"48",8.68375964545036e-05,7.50650451937188e-08,0.000173600127863813,2021-06-09
"49",9.32995753082417e-05,7.07647992791126e-08,0.000186528385817204,2021-06-10
"50",0.000100362155110289,6.70666788073573e-08,0.00020065724354177,2021-06-11
"51",0.000108050813420731,6.38794607538049e-08,0.000216037747380707,2021-06-12
"52",0.000116391294665618,6.11262131244834e-08,0.000232721463118111,2021-06-13
"53",0.000125409430229095,5.87420301200893e-08,0.000250760118428069,2021-06-14
"54",0.000135130935592637,5.66721294464786e-08,0.000270205199055827,2021-06-15
"55",0.000145580932314364,5.43676355166089e-08,0.000291107496993212,2021-06-16
"56",0.000156783717015776,5.08248007202194e-08,0.000313516609230833,2021-06-17
"57",0.000168764034583032,4.76830873556798e-08,0.000337480386078708,2021-06-18
"58",0.0001815446196477,4.49107398807118e-08,0.000363044328555519,2021-06-19
"59",0.00019514669531895,4.24556734204139e-08,0.00039025093496448,2021-06-20
"60",0.000209589635524817,4.02735394521929e-08,0.00041913899751018,2021-06-21
"61",0.000224890588614341,3.8326555179681e-08,0.000449742850673502,2021-06-22
"62",0.000241064078284405,3.65825118618874e-08,0.000482091574056948,2021-06-23
"63",0.00025812158373902,3.50139345215011e-08,0.000516208153543519,2021-06-24
"64",0.000276071101624217,3.35973697368559e-08,0.000552108605878697,2021-06-25
"65",0.000294916692982123,3.23127818334184e-08,0.000589801073182412,2021-06-26
"66",0.000314658019228592,3.11430408381474e-08,0.000629284895416346,2021-06-27
"67",0.000335289871971775,3.00734881323708e-08,0.000670549670455418,2021-06-28
"68",0.000356801702342742,2.90915679105487e-08,0.000713574313117574,2021-06-29
"69",0.000379177156388118,2.81865143862726e-08,0.00075832612626185,2021-06-30
"70",0.000402393623958628,2.73490862359759e-08,0.000804759898831021,2021-07-01
"71",0.000426421809392122,2.65713410796734e-08,0.000852817047443164,2021-07-02
"72",0.000451225333105832,2.5846443904122e-08,0.000902424819767761,2021-07-03
"73",0.000476760373946921,2.51685042687561e-08,0.000953495579389573,2021-07-04
"74",0.000502975362765155,2.45324379252422e-08,0.00100592619309238,2021-07-05
"75",0.000529810738126241,2.39338491500066e-08,0.00105959754240333,2021-07-06
