"","date","avg_n1","fit","lwr","upr","fit.noV","lwr.noV","upr.noV"
"1",2021-04-26,8.320370002,9.31687025880825,2.49963925630989,15.7526161839884,9.294853027531,2.5021873310298,15.7101178398856
"2",2021-05-03,11.7251355015,8.45819823899547,2.3677548816035,14.2128901279756,7.9518019196187,2.22153763985519,13.2686114970935
"3",2021-05-10,4.69102573,7.24725051874668,1.99444283305112,12.1312609558547,6.74085419936991,1.7970499599008,11.3651547885461
"4",2021-05-17,10.589872575,5.72806156061637,1.47566254515483,9.81196500139717,6.08033726105238,1.55613834038145,10.2998465675303
"5",2021-05-24,2.645216648,4.27492429631782,0.299477529101488,7.77535835178107,6.08033726105238,1.55613834038145,10.2998465675303
"6",2021-05-31,2.027462339,3.04195934479177,-0.940685222153114,6.58995099906865,6.63076804298365,1.78761732823185,11.2081117129594
"7",2021-06-07,1.3969161055,0.386980757735566,-4.97391660109357,5.61234512219734,3.07450049749266,-1.08419076004068,7.1285809733502
"8",2021-06-14,1.440259278,0.789901027838253,-4.36451576695449,5.84681055453736,10.8192926996211,6.62217912685577,14.7543125212587
"9",2021-06-21,1.841856835,1.52720358395399,-3.30743376850495,6.24621173074365,22.5185188928605,12.6574221949595,32.3284720863791
"10",2021-06-28,1.733856456,2.63834968964955,-1.705822770883,6.87981341152981,23.918355295176,13.2430587084512,34.592214188116
"11",2021-07-05,3.031445588,4.12541625353369,0.404030639552915,7.78116597062466,22.7511326570435,12.7829495798322,32.7156178460027
"12",2021-07-12,2.4979454475,5.94894201203967,2.45933601140466,9.16435185080095,22.4312887312918,12.6103494256323,32.2018045097528
"13",2021-07-19,1.455858874,7.05593430051767,3.60717492582036,10.2512592561876,18.9483129943733,10.9135611339064,26.7094870800996
"14",2021-07-26,12.5767887985,7.16601045678283,3.74839619601008,10.3590284869289,17.2452479351763,10.0902321770716,24.0911522237594
"15",2021-08-02,6.2486215085,8.86699860737098,5.26259991979474,12.2500562644074,14.7384192443828,8.88032527876353,20.3151495455896
"16",2021-08-09,24.407804673,9.71022350253434,5.91315368650925,13.2383638607155,13.1433534328423,8.10535286551858,17.9613562975488
"17",2021-08-16,21.63328413,13.1059690778843,8.09147243278825,17.8996384244638,12.5098963071654,7.76082658970187,17.087928685782
"18",2021-08-23,10.2820579545,15.843334624252,9.41690437516261,21.9972967583286,11.3862887498172,7.03962664304856,15.5107800532058
"19",2021-08-30,12.738957095,16.6907133366329,9.81792229077948,23.247371808403,9.78291530384152,5.95234799254624,13.3301444488049
