"","date","inc.x","site","pop","group.x","inc.y","inc.top","inc.bot","group.y"
"1",2021-04-23,NA,NA,NA,NA,0.000485011892809904,0.000835087377094315,0.000134936408525493,"d2"
"2",2021-04-24,NA,NA,NA,NA,0.000469000392425269,0.000810880235363206,0.000127120549487333,"d2"
"3",2021-04-25,NA,NA,NA,NA,0.000461012059729644,0.000802328913520971,0.000119695205938316,"d2"
"4",2021-04-26,69,"MSD01",349850,"d1",0.000454230663182056,0.000795813438538392,0.000112647887825719,"d2"
"5",2021-04-27,NA,NA,NA,NA,0.00044699407905959,0.00078802203599908,0.000105966122120099,"d2"
"6",2021-04-28,NA,NA,NA,NA,0.000439330033314677,0.000779022546052063,9.96375205772926e-05,"d2"
"7",2021-04-29,NA,NA,NA,NA,0.000431269882165315,0.00076888992109125,9.36498432393793e-05,"d2"
"8",2021-04-30,NA,NA,NA,NA,0.000422848366765432,0.000757705675486216,8.79910580446488e-05,"d2"
"9",2021-05-01,NA,NA,NA,NA,0.000414103360098363,0.000745557323256189,8.26493969405363e-05,"d2"
"10",2021-05-02,NA,NA,NA,NA,0.000405075611778114,0.000732537814640937,7.76134089152924e-05,"d2"
"11",2021-05-03,57,"MSD01",349850,"d1",0.000395808496245351,0.000718744982106421,7.28720103842805e-05,"d2"
"12",2021-05-04,NA,NA,NA,NA,0.00038634776955371,0.000704281005721633,6.8414533385787e-05,"d2"
"13",2021-05-05,NA,NA,NA,NA,0.000376741339568983,0.000689251907078394,6.42307720595724e-05,"d2"
"14",2021-05-06,NA,NA,NA,NA,0.000365561316443246,0.000673767080022444,5.73555528640462e-05,"d2"
"15",2021-05-07,NA,NA,NA,NA,0.000354015417050283,0.000657938865447123,5.00919686534423e-05,"d2"
"16",2021-05-08,NA,NA,NA,NA,0.000342852227538887,0.00064188217629525,4.38222787825234e-05,"d2"
"17",2021-05-09,NA,NA,NA,NA,0.000332059858912241,0.000625714177744598,3.84055400798854e-05,"d2"
"18",2021-05-10,54,"MSD01",349850,"d1",0.000321637901280917,0.000609554026339574,3.37217762222609e-05,"d2"
"19",2021-05-11,NA,NA,NA,NA,0.000311595711328413,0.000593522670596371,2.96687520604551e-05,"d2"
"20",2021-05-12,NA,NA,NA,NA,0.000301950988437663,0.000577742714367513,2.61592625078147e-05,"d2"
"21",2021-05-13,NA,NA,NA,NA,0.000292728597288736,0.000562338343018191,2.31188515592812e-05,"d2"
"22",2021-05-14,NA,NA,NA,NA,0.000283959601249562,0.000547435311251033,2.04838912480904e-05,"d2"
"23",2021-05-15,NA,NA,NA,NA,0.000275680476179349,0.000533160990224685,1.8199962134014e-05,"d2"
"24",2021-05-16,NA,NA,NA,NA,0.000267932478564681,0.000519644470447958,1.62204866814019e-05,"d2"
"25",2021-05-17,48,"MSD01",349850,"d1",0.000260761145388093,0.000507016715795328,1.45055749808585e-05,"d2"
