"","date","fit.x","lwr.x","upr.x","group","fit.y","lwr.y","upr.y"
"1",2021-04-26,0.000420538862711638,-0.000315271454215936,0.00113974034678229,"d1",0.000420538862711638,-0.000315271454215936,0.00113974034678229
"2",2021-05-03,0.000297477437702263,-0.000290898916025597,0.000877622194612178,"d1",0.000297477437702263,-0.000290898916025597,0.000877622194612178
"3",2021-05-10,0.000192668639100855,-0.000290907992545979,0.000669360427703502,"d1",0.000192668639100855,-0.000290907992545979,0.000669360427703502
"4",2021-05-17,7.84189517650956e-05,-0.000311101034922618,0.000455189808492634,"d1",7.84189517650956e-05,-0.000311101034922618,0.000455189808492634
"5",2021-05-24,-3.22257034573532e-05,-0.000360253264774027,0.000301751176830988,"d1",-3.22257034573532e-05,-0.000360253264774027,0.000301751176830988
"6",2021-05-31,-0.000125140807038243,-0.000460655145165282,0.000208874401073129,"d1",-0.000125140807038243,-0.000460655145165282,0.000208874401073129
"7",2021-06-07,-0.000215930858648667,-0.000629256825122542,0.000241521692286669,"d1",-0.000178964568347125,-0.000528143163598128,0.000185585910664952
"8",2021-06-14,-0.000122373367975517,-0.000522875492680326,0.000318771506751877,"d1",-0.00021454238586747,-0.000589757408715035,0.000166373020215305
"9",2021-06-21,3.89029346654464e-05,-0.000343319653985498,0.000455459671383718,"d1",-0.000241574264937286,-0.000630501700656767,0.000162214512973875
"10",2021-06-28,0.000273189983109622,-8.27027900002372e-05,0.000663265224118543,"d1",-0.000257434919220178,-0.000654530391581513,0.000162223472629029
"11",2021-07-05,0.000540795796366688,0.000206497858116672,0.000899203379510271,"d1",-0.000266334358075244,-0.000668147834779528,0.000162888471692515
"12",2021-07-12,0.000764444005420599,0.000443412371793464,0.00110081925287103,"d1",-0.000273913571149322,-0.000680306416982706,0.000165421123725488
"13",2021-07-19,0.000978494627051483,0.000667971846789578,0.00129581754760606,"d1",-0.000280332557572465,-0.000688054299366319,0.000165953357015454
"14",2021-07-26,0.00129948140702128,0.00100148199233123,0.00160820481673465,"d1",-0.000285759970217165,-0.000698732254191401,0.000166217597440927
"15",2021-08-02,0.0014676130652308,0.00117273495790781,0.00177941559666849,"d1",-0.000290326919588951,-0.000707903441692802,0.000166248794696417
"16",2021-08-09,0.00231980728330565,0.00196444167651406,0.00269078664982893,"d1",-0.000294078983077626,-0.000715365615563233,0.000163675558449563
"17",2021-08-16,0.00324511165207886,0.00275302766811798,0.00374162380874621,"d1",-0.000296971594308242,-0.000718644966983982,0.000163727867455119
"18",2021-08-23,0.0038623160670142,0.00327171383444996,0.00446024182157725,"d1",-0.000298963016387756,-0.00072042288450123,0.000164408417959112
"19",2021-08-30,0.00504480393537021,0.00421779715312266,0.00585858349698836,"d1",-0.000300143766773278,-0.000722471913123628,0.00016502825137309
