"","delta_variant","avg_n1_m","fit3","lwr3","upr3","alpha_variant","fit2","lwr2","upr2"
"1",0,0.000916375257349071,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.00124860473774732,0.000873010270573428,-0.000346698188337248,0.00206333139814937
"2",0,0.000544522324416427,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.000887879292589216,0.000564713757000103,-0.000264721725868137,0.00138977100433986
"3",0,0.000387289335093044,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.000688507511905966,0.00039431927633736,-0.000249494915153901,0.00103710574622113
"4",0,0.000312183343058734,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.000546363915686446,0.000272835262028237,-0.000282511548051634,0.000816475781153749
"5",0,0.00030262547433683,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.000428344304625019,0.000171968979618992,-0.000317683690367765,0.000682869538846091
"6",0,0.00021203629315643,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.000330598337790071,8.84297084210305e-05,-0.000390556075362159,0.000588034270654585
"7",0,5.32324419262664e-05,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.00025107105044954,2.04611585165907e-05,-0.000461561523596331,0.000530130060431893
"8",0,0.000185301295491932,-0.000194118463053658,-0.000803916737101506,0.000466262968480672,0.000187697013363462,-3.37019035766335e-05,-0.000526913462975785,0.00050016477095166
"9",0.000325479731779139,8.02038420990406e-05,-1.29355689755263e-05,-0.000614271527210137,0.000634127279987358,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"10",0.000550449929841284,0.000105464643156402,0.000112297272232199,-0.000477241368571659,0.000750177481139658,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"11",0.000870161750287523,0.000111061017428586,0.000290269376924556,-0.000288625467755805,0.000914405029227496,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"12",0.00127932401558069,0.000782596648921182,0.000518035336322865,-5.26339478401632e-05,0.00112639629297775,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"13",0.00176375751221139,0.000450429202982636,0.000787702090772258,0.000235803105195742,0.00137441474973829,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"14",0.00269752468143712,0.00210599655442343,0.00130749678640715,0.000779460315920043,0.00186857576006946,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"15",0.00496817637889529,0.00231059288727166,0.00257148715453261,0.00209171387621368,0.0031045407745471,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"16",0.00859643452354821,0.00220103700419401,0.00459120834428966,0.00402987327160232,0.00517274058744072,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"17",0.0132032545992131,0.00770534966056985,0.00715565986710398,0.00636940370505472,0.0079574195081638,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"18",0.0171028264990495,0.0111291818357688,0.00932641169431006,0.00830926261240143,0.0103855742459497,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
"19",0.0184533995719363,0.00908504912478155,0.0100782272887006,0.00896730018279753,0.0112299946391506,0,-0.000194118463053658,-0.000803916737101506,0.000466262968480672
