"","date","inc.x","inc.bot.x","inc.top.x","inc.y","inc.bot.y","inc.top.y"
"1",2021-04-23,0.000485011892809904,0.000134936408525493,0.000835087377094315,0.000506952940283009,0.000146966499115456,0.000866939381450561
"2",2021-04-24,0.000469000392425269,0.000127120549487333,0.000810880235363206,0.000486794569817883,0.000145554639833137,0.000828034499802629
"3",2021-04-25,0.000461012059729644,0.000119695205938316,0.000802328913520971,0.000466802984075351,0.000140459362455513,0.00079314660569519
"4",2021-04-26,0.000454230663182056,0.000112647887825719,0.000795813438538392,0.00045481870731949,0.000135544217902979,0.000774093196736001
"5",2021-04-27,0.00044699407905959,0.000105966122120099,0.00078802203599908,0.000443018765146104,0.000128283041862164,0.000757754488430044
"6",2021-04-28,0.000439330033314677,9.96375205772926e-05,0.000779022546052063,0.000428762123194744,0.000115894479563405,0.000741629766826083
"7",2021-04-29,0.000431269882165315,9.36498432393793e-05,0.00076888992109125,0.000415226698549628,0.000104708975170684,0.000725744421928573
"8",2021-04-30,0.000422848366765432,8.79910580446488e-05,0.000757705675486216,0.000402368202512426,9.46109010994486e-05,0.000710125503925403
"9",2021-05-01,0.000414103360098363,8.26493969405363e-05,0.000745557323256189,0.000390148920766283,8.54956733537008e-05,0.000694802168178866
"10",2021-05-02,0.000405075611778114,7.76134089152924e-05,0.000732537814640937,0.000378537458597396,7.72687192301814e-05,0.000679806197964611
"11",2021-05-03,0.000395808496245351,7.28720103842805e-05,0.000718744982106421,0.000370860344611079,6.98445378992377e-05,0.00067187615132292
"12",2021-05-04,0.00038634776955371,6.8414533385787e-05,0.000704281005721633,0.000366217373594472,6.31458462311259e-05,0.000669288900957817
"13",2021-05-05,0.000376741339568983,6.42307720595724e-05,0.000689251907078394,0.000361268260164938,5.56913011552902e-05,0.000666845219174585
"14",2021-05-06,0.000365561316443246,5.73555528640462e-05,0.000673767080022444,0.000356537284520165,4.84651839388963e-05,0.000664609385101434
"15",2021-05-07,0.000354015417050283,5.00919686534423e-05,0.000657938865447123,0.000352424274746324,4.21909714715318e-05,0.000662657578021117
"16",2021-05-08,0.000342852227538887,4.38222787825234e-05,0.00064188217629525,0.000348911946858249,3.67437339823629e-05,0.000661080159734135
"17",2021-05-09,0.000332059858912241,3.84055400798854e-05,0.000625714177744598,0.000345999656514557,3.20149184354764e-05,0.000659984394593637
"18",2021-05-10,0.000321637901280917,3.37217762222609e-05,0.000609554026339574,0.000343703948719545,2.79102087099241e-05,0.000659497688729166
"19",2021-05-11,0.000311595711328413,2.96687520604551e-05,0.000593522670596371,0.00034205955409042,2.43476637113114e-05,0.000659771444469528
"20",2021-05-12,0.000301950988437663,2.61592625078147e-05,0.000577742714367513,0.000341120870259974,2.12560977273479e-05,0.000660985642792601
"21",2021-05-13,0.000292728597288736,2.31188515592812e-05,0.000562338343018191,0.000340963978928947,1.85736718199894e-05,0.000663354286037904
"22",2021-05-14,0.000283959601249562,2.04838912480904e-05,0.000547435311251033,0.000341689262176348,1.62466689902386e-05,0.000667131855362458
"23",2021-05-15,0.000275680476179349,1.8199962134014e-05,0.000533160990224685,0.000344997753481021,1.42284293160508e-05,0.000675767077645991
"24",2021-05-16,0.000267932478564681,1.62204866814019e-05,0.000519644470447958,0.000351862187242788,1.24784243024076e-05,0.000691245950183168
"25",2021-05-17,0.000260761145388093,1.45055749808585e-05,0.000507016715795328,0.000361028130495866,1.09614523441336e-05,0.000711094808647598
"26",2021-05-18,0.000254215905932202,1.30210489863396e-05,0.000495410762878064,0.000377070486933359,9.64693953049863e-06,0.000744494034336219
"27",2021-05-19,0.000248349787966209,1.17376170194733e-05,0.000484961958912944,0.000397611941360067,8.50833205569396e-06,0.00078671555066444
"28",2021-05-20,0.000243219202540863,1.06301749324006e-05,0.000475808230149325,0.000421946976950126,7.52256827633215e-06,0.000836371385623919
"29",2021-05-21,0.000238883793009198,9.67721418203549e-06,0.000468090371836361,0.000450914392725306,6.66962000774839e-06,0.000895159165442863
"30",2021-05-22,0.000235406334955792,8.86032028646228e-06,0.000461952349625122,0.000485544082941762,5.93209400306271e-06,0.00096515607188046
"31",2021-05-23,0.000232852674506867,8.16374781880484e-06,0.000457541601194929,0.000527096649516358,5.29488573744271e-06,0.00104889841329527
"32",2021-05-24,0.00023129169304824,7.57406033666405e-06,0.000455009325759816,0.000577110228311373,4.74487864661066e-06,0.00114947557797614
"33",2021-05-25,0.000230795286731517,7.07982552156482e-06,0.000454510747941467,0.000637455253580493,4.27068286257229e-06,0.00127063982429841
"34",2021-05-26,0.000231438349329515,6.6713573752094e-06,0.000456205341283822,0.000710397628607098,3.86240826767562e-06,0.00141693284894652
"35",2021-05-27,0.00023329874703468,6.34049863938034e-06,0.000460256995429981,0.000798670270870232,3.51146736523056e-06,0.00159382907437523
"36",2021-05-28,0.000236457273702314,6.08043771693366e-06,0.000466834109687694,0.000905552129483885,3.21040405398835e-06,0.00180789385491378
"37",2021-05-29,0.000240997574846719,5.88555530805777e-06,0.000476109594385379,0.00103495235436783,2.9527449061274e-06,0.00206695196382954
"38",2021-05-30,0.000247006028426619,5.75129676845494e-06,0.000488260760084783,0.00119149509468804,2.73286999392172e-06,0.00238025731938216
"39",2021-05-31,0.00025457157013324,5.67406686901037e-06,0.000503469073397469,0.00138938916512092,2.54590069762696e-06,0.00277623242954422
"40",2021-06-01,0.000266227015405287,5.65114421047838e-06,0.000526802886600097,0.0016364229656429,2.38760226385251e-06,0.00327045832902194
"41",2021-06-02,0.000282059666945725,5.68061303903127e-06,0.000558438720852418,0.00193511687328597,2.2542991763733e-06,0.00386797944739556
"42",2021-06-03,0.000300280484294932,5.76131063374293e-06,0.00059479965795612,0.00229650669852287,2.14280165570649e-06,0.00459087059539002
"43",2021-06-04,0.00032134513807447,5.8927888075294e-06,0.000636797487341412,0.00274630590018054,2.05034182482902e-06,0.00549056145853625
"44",2021-06-05,0.000350651708154151,6.07528838922497e-06,0.000695228127919077,0.00328672324578082,1.97451827049124e-06,0.00657147197329115
"45",2021-06-06,0.00038468854770886,6.30972584532491e-06,0.000763067369572395,0.0039256350389236,1.91324789647366e-06,0.00784935682995073
"46",2021-06-07,0.000422128857390598,6.59769146326407e-06,0.000837660023317932,0.00467243799432028,1.86472411013232e-06,0.00934301126453043
"47",2021-06-08,0.000463134260527099,6.94145876075308e-06,0.000919327062293446,0.0055331960874617,1.82738050954856e-06,0.0110645647944138
"48",2021-06-09,0.000507856868836065,7.3440050137377e-06,0.00100836973265839,0.00650834257369845,1.79985934803203e-06,0.0130148852880489
"49",2021-06-10,0.000556435050674535,7.80904301448255e-06,0.00110506105833459,0.00758992050546561,1.78098414779012e-06,0.0151780600267834
"50",2021-06-11,0.000608988638328831,8.34106438619062e-06,0.00120963621227147,0.00875866062613335,1.76973591715426e-06,0.0175155515163496
"51",2021-06-12,0.000665613581241419,8.94539499624911e-06,0.00132228176748659,0.00998147395956409,1.76523249748405e-06,0.0199611826866307
"52",2021-06-13,0.000726376074955311,9.62826323127698e-06,0.00144312388667935,0.0112102248778345,1.7667106281745e-06,0.0224186830450409
"53",2021-06-14,0.000791306224021379,1.03968821282226e-05,0.00157221556591453,0.0123828130838643,1.77351037230964e-06,0.0247638526573564
"54",2021-06-15,0.000860391331313505,1.12595466014601e-05,0.00170952311602555,0.013427436893696,1.78506159250981e-06,0.0268530887257994
"55",2021-06-16,0.00093356894590281,1.22257472709458e-05,0.00185491214453468,0.0142702719152383,1.80087220734642e-06,0.0285387429582692
"56",2021-06-17,0.00101071984611016,1.33063026860629e-05,0.00200813338953425,0.0148456984508912,1.82051799415665e-06,0.0296895763837883
"57",2021-06-18,0.00109166118218477,1.45135120591696e-05,0.00216880885231037,0.0151069851203476,1.843633734888e-06,0.0302121266069602
"58",2021-06-19,0.00117614005206592,1.5861330977885e-05,0.00233641877315395,0.0150345959992873,1.86990552835019e-06,0.0300673220930463
"59",2021-06-20,0.00126683570483709,1.73655729621251e-05,0.00251630583671207,0.0146829531852086,1.89906411548305e-06,0.0293640073063017
"60",2021-06-21,0.00136652091426512,1.90441401777718e-05,0.00271399768835247,0.014146439485026,1.93087908442463e-06,0.0282909480909675
"61",2021-06-22,0.00147021834178182,2.09172871212757e-05,0.00291951939644236,0.0135382684789818,1.96515383968675e-06,0.0270745718041239
"62",2021-06-23,0.00157743579423263,2.3007921656871e-05,0.00313186366680838,0.0136889084260017,2.00172123496333e-06,0.0273758151307684
"63",2021-06-24,0.00168757414953419,2.53419484297323e-05,0.00334980635063866,0.0137468868946541,2.04043978231374e-06,0.0274917333495258
"64",2021-06-25,0.00179992553256356,2.79486604045299e-05,0.00357190240472259,0.0135508177308645,2.08119036194204e-06,0.027099554271367
"65",2021-06-26,0.00191367457883543,3.08611851006797e-05,0.00379648797257017,0.0131190708433274,2.12387336676151e-06,0.0262360178132881
"66",2021-06-27,0.0020279033052642,3.41169930253042e-05,0.00402168961750311,0.0124860851243159,2.168406224592e-06,0.0249700018424073
"67",2021-06-28,0.00214160001788394,3.77584768557259e-05,0.00424544155891214,0.0119534365415304,2.21472124835615e-06,0.0239046583618124
"68",2021-06-29,0.00225367254760592,4.18336111092451e-05,0.0044655114841026,0.011997922975665,2.26276377117054e-06,0.0239935831875588
"69",2021-06-30,0.00236453131103295,4.63967033737621e-05,0.00468266591869213,0.012165136487573,2.31249052889918e-06,0.0243279604846171
"70",2021-07-01,0.00251079448595164,5.15092496736516e-05,0.00497007972222962,0.0121462666370753,2.3638682576612e-06,0.024290169405893
"71",2021-07-02,0.00266868708069169,5.72409082262303e-05,0.00528013325315716,0.0119450673350854,2.41687247806257e-06,0.0238877177976927
"72",2021-07-03,0.0028262053141467,6.3670607719427e-05,0.00558874002057396,0.0115764325204698,2.47148644163554e-06,0.023150393554498
"73",2021-07-04,0.0029816849068052,7.08878083232519e-05,0.00589248200528714,0.0112857330352669,2.52770021819628e-06,0.0225689383703156
"74",2021-07-05,0.00313334355425848,7.89939359454282e-05,0.00618769317257152,0.0115487859772622,2.58550990563204e-06,0.0230949864446189
"75",2021-07-06,0.00327931851869529,8.81040127587201e-05,0.00647053302463188,0.0116637140220939,2.64491694606294e-06,0.0233247831272417
"76",2021-07-07,0.00341771241944035,9.83485097595298e-05,0.00673707632912117,0.0116170323558298,2.70592753443608e-06,0.0232313587841251
"77",2021-07-08,0.00354664596756829,0.000109875450047589,0.00698341648508899,0.0114136996704884,2.76855210744512e-06,0.0228246307888694
"78",2021-07-09,0.0036643157292418,0.000122852794611246,0.00720577866387236,0.0110672177780988,2.83280490226178e-06,0.0221316027512954
"79",2021-07-10,0.00376905440712644,0.00013747114560408,0.0074006376686488,0.0105978983325701,2.89870357595031e-06,0.0211928979615643
"80",2021-07-11,0.00385939067414857,0.000153946805315442,0.00756483454298171,0.0100305103130393,2.9662688776374e-06,0.020058054357201
"81",2021-07-12,0.00393410534842503,0.000172525232134214,0.00769568546471583,0.0094819128969034,3.03552436655433e-06,0.0189607902694403
"82",2021-07-13,0.00399228071440824,0.000193484937585407,0.00779107649123107,0.00945201675654593,3.10649616997466e-06,0.0189009270169219
"83",2021-07-14,0.00403334009714241,0.000217141870707179,0.00784953832357763,0.00943027803310927,3.17921277585777e-06,0.0188573768534427
"84",2021-07-15,0.00405706731333231,0.000243838218030472,0.00787029640863415,0.00931041434598467,3.25370485569282e-06,0.0186175749871137
"85",2021-07-16,0.00406151045902319,0.000269727612656141,0.00785329330539024,0.00909874074162093,3.33000511363108e-06,0.0181941514781282
"86",2021-07-17,0.00404809385619165,0.000297005566570003,0.0077991821458133,0.00880506704438406,3.40814815851063e-06,0.0176067259406096
"87",2021-07-18,0.00401822310256725,0.000327154182158518,0.00770929202297597,0.00844179727982214,3.48817039582499e-06,0.0168801063892485
"88",2021-07-19,0.00397302106274494,0.000360474097937608,0.00758556802755227,0.00836329408046485,3.57010993707651e-06,0.0167230180509926
"89",2021-07-20,0.00391389325006612,0.000397296263868523,0.00743049023626373,0.00833683454045894,3.65400652429291e-06,0.0166700150743936
"90",2021-07-21,0.00384248082990794,0.000437984572762729,0.00724697708705316,0.00823714654909304,3.73990146777888e-06,0.0164705531967183
"91",2021-07-22,0.00380931570841355,0.000482938606328251,0.00713569281049885,0.00806865020233219,3.82783759542938e-06,0.016133472567069
"92",2021-07-23,0.00397216482843299,0.000532596467597518,0.00741173318926847,0.0079337812237695,3.9178592121525e-06,0.0158636445883268
"93",2021-07-24,0.00415636983128295,0.000587437659673377,0.00772530200289252,0.00780149749497965,4.010012068142e-06,0.0155989849778911
"94",2021-07-25,0.00436109786485895,0.000647985956046355,0.00807420977367154,0.00761036926902055,4.10434333490643e-06,0.0152166341947062
"95",2021-07-26,0.00455763966210081,0.000714812189666779,0.00840046713453483,0.00736713634959892,4.20090158810686e-06,0.0147300717976097
"96",2021-07-27,0.00474270914296535,0.00078853686595792,0.00869688141997279,0.00707970328023796,4.29973679638073e-06,0.0141551068236795
"97",2021-07-28,0.00491392200141807,0.000869832478473371,0.00895801152436277,0.00685354803078204,4.40090031543918e-06,0.0137026951612486
"98",2021-07-29,0.0050691478441532,0.000959425374393339,0.00917887031391306,0.00691905246349141,4.50444488681966e-06,0.013833600482096
"99",2021-07-30,0.00520661090616858,0.00105809698004925,0.0093551248322879,0.00694690083377192,4.61042464075827e-06,0.0138891912429031
"100",2021-07-31,0.00532498128999978,0.00116668415383626,0.00948327842616331,0.00692298516692252,4.71889510271805e-06,0.0138412514387423
"101",2021-08-01,0.00542345005076748,0.00128607838513783,0.00956082171639712,0.00684852307175798,4.8299132031711e-06,0.0136922162303128
"102",2021-08-02,0.00552165203337996,0.00141722350355429,0.00962608056320563,0.0067262094880559,4.94353729028701e-06,0.0134474754388215
"103",2021-08-03,0.00564780619537439,0.00145619565560589,0.00983941673514289,0.00656002734783568,5.05982714522644e-06,0.0131149948685261
"104",2021-08-04,0.00569611126121688,0.00136416331474878,0.010028059207685,0.00635498924777178,5.17884399977971e-06,0.0127047996515438
"105",2021-08-05,0.00571880230030422,0.00127593643291381,0.0101616681676946,0.00611683747980942,5.30065055612538e-06,0.0122283743090627
"106",2021-08-06,0.00571454878144818,0.00119160899853514,0.0102374885643612,0.00596886900754071,5.42531100851465e-06,0.0119323127040729
"107",2021-08-07,0.00568893323217215,0.00111123365901188,0.0102666328053324,0.0058921336559981,5.5528910667139e-06,0.0117787144209295
"108",2021-08-08,0.0058209394130291,0.00103482638137291,0.0106070524446853,0.00578091078178423,5.68345798106081e-06,0.0115561381055874
"109",2021-08-09,0.0061572476486811,0.000962370980660346,0.0113521243167019,0.00569911795067198,5.81708056900957e-06,0.0113924188207749
"110",2021-08-10,0.00648508265061197,0.000893823451022898,0.012076341850201,0.00571116911593554,5.95382924305809e-06,0.011416384402628
