"","date","avg_n1","fit","lwr","upr","fit.noV","lwr.noV","upr.noV"
"1",2021-04-26,12.1250353,14.8126496823792,-9.45550469758566,36.3043640679753,14.7192612393818,-8.76259807352055,35.529295005902
"2",2021-05-03,25.791321385,13.7023648600769,-2.5180365398333,28.4670200982891,13.4637055057503,-1.5393421158678,26.9009591315569
"3",2021-05-10,14.87044686,13.0901517337608,0.0913621580381387,24.4725924475183,12.7062214681049,1.4386916258467,22.8641266067047
"4",2021-05-17,18.504845035,12.654338999773,1.54364728981949,22.6363116631942,12.4053031517799,2.22543930435302,21.8002839598387
"5",2021-05-24,12.916940125,12.2911617214498,2.48425200313613,21.5582971817596,12.2600322404507,2.54769239461936,21.4705716384386
"6",2021-05-31,3.529640466,11.9902434051249,2.51567731797675,20.8238629997317,12.1355143164542,2.58842779349345,21.2058074210074
"7",2021-06-07,2.718775868,11.7412075571319,2.14910331987286,20.8046625376413,12.0109963924577,2.55786311488694,20.8066537532435
"8",2021-06-14,7.634023628,11.5440541774707,1.2976548630895,21.1913875694067,11.9279844431267,2.48677908905879,20.76061237894
"9",2021-06-21,2.439139778,11.977867047842,-0.150889379466729,23.8061973288127,19.2711009577302,8.70058276018903,29.3868139135373
"10",2021-06-28,3.9290486885,12.6789383132114,0.684505743378179,24.3333688944788,32.727483752732,22.043942390013,42.3649737209726
"11",2021-07-05,4.700051807,13.6625308347746,1.91760820479427,25.0052407830678,59.1589168321835,41.4280689563354,76.4464928938215
"12",2021-07-12,29.0219636305,14.9391083627607,3.61453640757322,26.0651116432533,88.26906997036,59.0636432851339,117.991407923812
"13",2021-07-19,37.510958177,16.4354246455642,5.3919217762724,27.2349361141843,91.0105725304615,60.6052144099229,122.011193724534
"14",2021-07-26,24.246945622,19.3234197088772,8.76301167770837,29.4241343554972,83.5708461173617,56.4284375606106,111.246348156181
"15",2021-08-02,18.658462395,26.3550598630305,16.1298702129895,35.8451388376514,80.6828510540487,54.6376612079954,107.152638353868
"16",2021-08-09,57.678904955,37.5931276094006,26.4138178706671,48.0720049295605,67.4880620147818,46.4235862304845,88.2826144998104
"17",2021-08-16,79.811682235,51.8552191720658,36.7216327750283,66.6563392680788,63.6060106796763,44.0442384056335,82.8618376112115
"18",2021-08-23,73.643361505,63.9303869367875,44.2010652627187,83.2791695670129,68.9948420478146,47.3918429238044,90.3526476064332
"19",2021-08-30,34.41480376,68.1054232783161,46.8470847035283,89.0913987263847,68.712320791621,47.2144469821277,89.9674841096325
