"time","top","med","bottom","date"
0,0.000598312109420718,0.000306628252303841,1.49443951869648e-05,2021-04-23
0.5,0.000603268708684239,0.00030903109714204,1.47934855998411e-05,2021-04-23
1,0.0006080459537142,0.000311346841067336,1.4647728420472e-05,2021-04-24
1.5,0.000612640868429423,0.000313573930018406,1.45069916073895e-05,2021-04-24
2,0.000617050755921138,0.000315710952472517,1.43711490238949e-05,2021-04-25
2.5,0.000621273205066063,0.000317756642649687,1.42400802333118e-05,2021-04-25
3,0.000625306096540085,0.00031970988342299,1.41136703058951e-05,2021-04-26
3.5,0.000629147608216085,0.000321569708926502,1.39918096369199e-05,2021-04-26
4,0.000632796219931487,0.000323335306853496,1.38743937755061e-05,2021-04-27
4.5,0.000636987753426216,0.000325374538344991,1.37613232637664e-05,2021-04-27
5,0.000652991467700003,0.000333321985592948,1.36525034858926e-05,2021-04-28
5.5,0.000669067539336872,0.000341307691931849,1.35478445268265e-05,2021-04-28
6,0.000685203227791585,0.000349325244415886,1.34472610401869e-05,2021-04-29
6.5,0.000701385522421254,0.000357368097273202,1.33506721251486e-05,2021-04-29
7,0.000717601166464181,0.00036542958383809,1.32580012119992e-05,2021-04-30
7.5,0.000733836682161211,0.000373392840485477,1.29489988097443e-05,2021-04-30
8,0.000750078396955148,0.000380802555366435,1.1526713777721e-05,2021-05-01
8.5,0.000766312470697434,0.000388288829999502,1.02651893015698e-05,2021-05-01
9,0.000782524923785162,0.000395835345020804,9.14576625644676e-06,2021-05-02
9.5,0.00079870166614554,0.000403426836109043,8.15200607254553e-06,2021-05-02
10,0.000814828526979255,0.000411048973548283,7.26942011731038e-06,2021-05-03
10.5,0.000830891285168792,0.000418688258991581,6.4852328143688e-06,2021-05-03
11,0.000846875700252759,0.000426331937227045,5.78817420133039e-06,2021-05-04
11.5,0.000862767543862622,0.000433967921025068,5.16829818751541e-06,2021-05-04
12,0.000878552631514043,0.000441584727385762,4.6168232574802e-06,2021-05-05
12.5,0.000894216854641307,0.000449171423714105,4.12599278690384e-06,2021-05-05
13,0.000909746212760061,0.000456717582631343,3.68895250262605e-06,2021-05-06
13.5,0.000925126845640957,0.000464213244288393,3.29964293582996e-06,2021-05-06
14,0.000940345065374642,0.000471648885183812,2.95270499298082e-06,2021-05-07
14.5,0.00095538738820707,0.000479015392607893,2.64339700871659e-06,2021-05-07
15,0.000970240566023204,0.000486304043938223,2.36752185324141e-06,2021-05-08
15.5,0.000984891617356986,0.000493506490102516,2.12136284804613e-06,2021-05-08
16,0.000999327857805845,0.000500614742603703,1.90162740156157e-06,2021-05-09
16.5,0.00101353692972916,0.000507621163571449,1.70539741374171e-06,2021-05-09
17,0.00102750683111181,0.000514518458365039,1.53008561826443e-06,2021-05-10
17.5,0.00104122594347657,0.00052129967030596,1.3733971353508e-06,2021-05-10
18,0.00105468305873192,0.000527958177165539,1.23329559915542e-06,2021-05-11
18.5,0.00106786740484612,0.000534487689074568,1.10797330301622e-06,2021-05-11
19,0.0010807686702423,0.00054088224755869,9.95824875084179e-07,2021-05-12
19.5,0.00109337702681487,0.000547136225436081,8.95424057295918e-07,2021-05-12
20,0.00110568315147293,0.000553244327343186,8.05503213441656e-07,2021-05-13
