"beta1","alpha","beta2","gamma","delta","rho","eps","psi","spec","sens"
0.456763597490065,0.00857016214962246,0.353598287672768,0.401444690961492,0.0936608829156743,0.000202267628317403,0.00210422527825963,0.0252598169068696,0.947738371625906,0.621515979291771
0.46371726205957,0.00890565904563259,0.351106055774225,0.403149535633115,0.0806262438254089,0.000159574816348526,0.00057810520678932,0.0203713473418807,0.940145868528828,0.600094798868619
0.579910745930821,0.00869036651437662,0.538951987879451,0.577242647914225,0.110026617351741,0.000600381068280232,0.00320106508707752,0.0243567604061881,0.951592490831552,0.661794466199574
0.515593791242114,0.00911047232114739,0.399125928438256,0.472422071992894,0.0675025200979102,0.000341394938491181,0.000892001378759049,0.0199147338658535,0.945693676142684,0.670040292717385
0.481935991846106,0.00889427180111091,0.421528697774964,0.457481924948981,0.0810169584031827,0.000573501732478179,0.000833914004895494,0.0218375122131646,0.943962891704443,0.660459621258039
0.459498938524965,0.00888668048207494,0.438858834015916,0.459707652997599,0.0916028786922111,0.000748872502083063,0.00267265326587433,0.0231982489277656,0.937695350117583,0.69382473949641
0.372743323945894,0.00856122963492384,0.431065700460488,0.386384444700819,0.0807745219706565,0.000448914752818157,0.00150900857379329,0.0216555250103643,0.941489579314923,0.672013971061704
0.445514226778569,0.00864851040151974,0.397617588186598,0.41868576124896,0.132445477353407,0.000639425070486966,0.00102284123380026,0.0230980573812157,0.949570222210469,0.646085970355603
0.479969377579243,0.00869176647664845,0.412852469366406,0.454269476147237,0.153990398039375,0.000456099732350744,0.00331899863725735,0.0216666973512245,0.954049821207809,0.680688473433266
0.527582682232855,0.00929813926898083,0.42949090347866,0.486438753791725,0.074771816005212,0.000181270180891109,0.000503300664797929,0.0231217397720704,0.940907834754077,0.627211298340938
0.465576009978245,0.00896371960118248,0.48289390916447,0.472195447359803,0.0967416322313479,0.000180305269798162,0.00048488793387714,0.0186215897410861,0.949221752441621,0.678210390894135
0.462567955776063,0.00881354542730763,0.447881645163204,0.439662324316099,0.142253985053752,6.40935719266329e-05,0.00277133207457301,0.0217177993171509,0.949126083065311,0.646871043298351
0.594278098645551,0.00882694457165991,0.38558265544009,0.526653353635429,0.0738675789875485,0.00070328004164831,9.95695927358052e-05,0.0228834896902266,0.945707533207287,0.57982177998681
0.51320929104757,0.00875113440831539,0.434715115497541,0.483385120370579,0.0811898126421183,0.000586183676717327,0.000176183235538157,0.023943482428898,0.947632956404565,0.569702794645911
0.484299001033251,0.00885848180445355,0.482348841068878,0.467694804102425,0.124528571891273,2.92594946812484e-05,0.0041186116808288,0.0201864686925131,0.945969234557411,0.691105327778916
0.626619946014831,0.00865531509940084,0.38145674698738,0.543516335358428,0.106109674493919,0.000128122595713465,0.000662430046054209,0.0226121647917599,0.941426246834933,0.631218859531824
0.456608044981632,0.00874481945383306,0.414077989000639,0.41481849658996,0.132045135179205,2.4839108431623e-05,0.00321028598013779,0.0190904708015761,0.940141059178938,0.605056559539548
0.498222362056339,0.00900677133656528,0.295588174951589,0.415182875264027,0.100778988134074,0.000435774046893293,0.000201724600929226,0.0250419632922952,0.949343123685364,0.637574973064642
0.47628740558769,0.00884507481894608,0.338237487233827,0.41134164414945,0.111747761344027,0.000126873059993888,0.00149805348425706,0.0228349484465053,0.9533537989942,0.685779023609896
0.54704763816305,0.00904180067385149,0.412310862917521,0.496864883463416,0.098679717937004,0.000367417742243885,0.00225361076592782,0.0201587891638077,0.943768021051205,0.664296994133112
0.50487153739336,0.00887321044557975,0.489795704655171,0.494839859414736,0.10029710835013,0.000362865510701632,0.000786523440853367,0.0243501209937382,0.947619282345736,0.615089200712465
0.499708542551996,0.00854210649736194,0.42855537823953,0.468024004587851,0.110988951212839,0.000550387640483156,0.000781208302333049,0.0209261811365019,0.941626636465531,0.609190894206661
0.420743960381871,0.00921459484340469,0.462110781880473,0.424091884185623,0.0749993547607657,0.000877101325252801,0.00390886455783449,0.0230405788353546,0.952155786603173,0.68740022930371
0.515204987639031,0.0088908779088173,0.369791843100905,0.467332277255231,0.094212623779385,0.000211694824528736,0.000279193007786746,0.024530146684686,0.937193183312302,0.680974161963308
0.550186314479256,0.00916267921095561,0.421569262990651,0.508105998641658,0.0992232020869337,0.000399694876353849,0.000845931411531938,0.0229321105604321,0.956074283106377,0.592628590698483
0.533985674878112,0.00930970391043316,0.339046866507988,0.45575908847547,0.141437445805039,0.000317417081687764,0.000843271070242075,0.0203422683793532,0.954617133670185,0.684912446692569
0.452823579530629,0.00875429157097712,0.421271577740238,0.43704234783464,0.118806555798783,0.000241630313613475,0.00067705325571961,0.022458536577079,0.938923317678071,0.66674884524937
0.522207418581418,0.00879039130846154,0.48037767422482,0.505999730976525,0.0782680935884424,0.000966544077359342,0.00237733525224851,0.0217970210458038,0.952791059719026,0.536341468065608
0.529079715624526,0.00871103509193432,0.495790760590618,0.515858974486915,0.102400043141343,0.000937650589650579,0.00196004166403083,0.0227262489032758,0.954580763161551,0.564149129119416
0.549590113350231,0.00882723934451153,0.425650107233428,0.503448760871479,0.0736483022155749,0.000817460566081495,0.00086363702591773,0.0225480164394624,0.953153900645981,0.608397062379534
0.492975779187593,0.00879228826985537,0.422969498592928,0.458777265761821,0.112386084188255,8.31994985745608e-05,0.0022897185624456,0.022346508670286,0.939964657186532,0.67813640235717
0.473719442336037,0.00863427665347242,0.346203983346144,0.418885510896297,0.0907255424737875,0.000764813668539752,0.00105982782263496,0.023961050557953,0.952994688835093,0.606065047003075
0.507182892048039,0.0089622468053649,0.437632751477103,0.477184646852003,0.112590334025144,0.000118247314931401,0.00119698007231575,0.0203772974399777,0.941264741648015,0.672284788347797
0.564763602378978,0.00900941464833587,0.405714107980567,0.513506948209257,0.145833714173167,0.00033114234793987,0.00402731488961406,0.0220141480839029,0.94250987108703,0.669934451844706
0.534991384295151,0.008824568972202,0.55782885995353,0.541839606156007,0.0756733975235846,0.00068522478158905,0.000845207607619601,0.0240123298620756,0.95717099484893,0.568218400646912
0.478264139126607,0.00883100003167514,0.358670576113637,0.42240966561252,0.137332895899826,0.000103449464871863,0.000397107838211837,0.0201420590993744,0.940140954390799,0.704124609478384
0.525269844002989,0.00876847290900681,0.423793675637762,0.489636140691114,0.0713023944632671,0.000795872714611912,0.00193412525866741,0.0264722418316738,0.941520068212298,0.585977328300642
0.491843011438391,0.00899089703205279,0.465938226938055,0.476893183656822,0.0773357196399527,0.000145835102743134,0.00244983225272599,0.0228688550595973,0.944305191660686,0.678022618663172
0.489907437566488,0.00887525756229991,0.374760821918442,0.446957442458759,0.0989324569305512,0.000529670863433195,0.00111207119667306,0.0207051792281648,0.94258746383674,0.616085412068215
0.407990406345441,0.0091180048595735,0.470061448049645,0.422014671329952,0.1056113427322,0.00024634648906173,0.00162797734290635,0.0221512525234875,0.952262016247455,0.706999739672855
0.414436461552463,0.00893598968812103,0.437394528009192,0.413290912667566,0.119284622855468,0.000276241104616475,0.00207488447949923,0.0223340693362857,0.953441588902326,0.760072009874865
0.475037612392127,0.00915305472413251,0.400906955437362,0.445251797160689,0.104286072954745,0.000914575981362613,0.000903821047973035,0.0215574276045402,0.957946955541149,0.725039465246265
0.449142930121879,0.0089068097395871,0.455366506302938,0.45124692063861,0.0781612496705918,0.000589236492089446,0.00125907155303997,0.0250370668578789,0.963114327508871,0.763317323546535
0.432034817027017,0.00895529306133639,0.393168152856773,0.410293818027789,0.120133674926351,0.000705523200976085,0.000391335301991891,0.0212924103900088,0.941921084714861,0.612143281966888
0.418647642302368,0.00904768780192162,0.400754144919228,0.400399253980689,0.120808626660591,0.000504143295105716,0.000260671755442587,0.0208787249276678,0.941650816959856,0.61398087354731
0.616408398450857,0.00870661888927046,0.454364494580774,0.571945164296907,0.0914906082305423,0.000291938121611032,0.00475607064451896,0.0246652563322886,0.947213075715115,0.649966478187813
0.501184575644353,0.008828212933316,0.413103876118946,0.470048755416107,0.120352154072849,0.00015542525856726,0.000387242945934211,0.0184838100525269,0.944468403329389,0.615126569084058
0.535439385973074,0.00888639203722987,0.314824073946639,0.44422751482453,0.132364486012047,0.000351533843577405,0.00022767528445412,0.0205079387587495,0.949275189017268,0.617792321925856
0.490540915304196,0.008783714049691,0.413917177958173,0.456658626922136,0.115254691057103,0.000359449880784457,0.00015708274699105,0.0222421981253134,0.944086196848737,0.656772168873275
0.498969788209437,0.00857155461484661,0.39474372047765,0.456657695087411,0.104210210383379,0.000288608909361394,0.000251479859006409,0.0228111103122593,0.947490910871134,0.677075958904196
0.39067678341457,0.00813611113929667,0.402525319742661,0.386706015547099,0.0880304969225618,0.000409504730851071,0.000408060767467503,0.0237341644127287,0.925952296891481,0.622935052228054
0.509576186077769,0.00873895273890563,0.444153211726712,0.486080631592341,0.105061582739028,0.000275226461379292,0.00067789343412744,0.0191587204112912,0.950490296624522,0.616647628319921
0.445650534815353,0.0086600378676979,0.530615049412148,0.478149696990158,0.120629471442995,0.000221252257830708,0.000361956681561354,0.0235652659477778,0.942574900500842,0.606589108317495
0.446858305577015,0.00864226246433183,0.539016030212649,0.477570524939246,0.120359962313236,0.000250888732714171,0.000407071297657931,0.0233408957501206,0.943386127036857,0.604443365605647
0.447876168389604,0.00879373982563349,0.556274553619057,0.491658806966635,0.108017440359458,0.00018146536387372,0.000236414172187515,0.0223101230041837,0.946058373371899,0.624172336113256
0.539295877951372,0.00883170848806918,0.374203945862283,0.483106233367857,0.0832847582808927,0.000247194704373347,0.000196625205472831,0.024565533392647,0.940156201045714,0.635988837487302
0.432959131933863,0.00874609821186343,0.422230406880329,0.419193998347596,0.131740292741285,0.000683572701625184,0.00342107135944234,0.0209481486489372,0.948795179156032,0.623727461908382
0.558036350774433,0.00882009868429983,0.42098583971604,0.502293983265511,0.0797738922886129,9.94657224930352e-05,0.000505246928698965,0.0239933414533651,0.943693993302615,0.661318169219199
0.471385673768435,0.00896072498560068,0.446638464107471,0.466514127212258,0.134126834959594,0.000650881544992229,0.00417519975797701,0.019838329730826,0.94011762031324,0.651810997480257
0.608131137778513,0.0085571589475553,0.457681042735877,0.552164143500948,0.0826514248237436,0.000174987221844867,0.000298422576268954,0.0235681353748585,0.950206980529677,0.610374462911056
0.532770310786986,0.0089750289500127,0.500088644925771,0.531376419500303,0.103086701606893,0.000732794220733106,0.00637003435953387,0.0217896593180934,0.951062375174783,0.709302002211104
0.502742927674511,0.00862761165901694,0.395218370864152,0.455335140668051,0.107413887387646,0.000142883067384669,0.000133158882340965,0.0243271035399259,0.932940544012203,0.601598316988361
0.561906113316024,0.00930179692703991,0.508045053856493,0.552664009316388,0.101990019686568,0.000796117303817973,0.00511499068268172,0.0194200712106234,0.957665275034824,0.656212122773183
0.543892352683694,0.00879999050856805,0.500514894272927,0.539460884577938,0.122693321816043,0.000326664983551675,0.00046886699377676,0.0216729078400586,0.945288984412467,0.611250924518744
0.524674535200175,0.00870111264820653,0.435877578220866,0.494678393762593,0.11279267918621,0.000184920441223424,0.000320071701587171,0.0213400717987922,0.935460839816325,0.641853393378375
0.491785027301013,0.0088538183016568,0.417054731629751,0.460414156334238,0.0860694848418156,0.000306455490810885,0.000904544078649962,0.0237924110999019,0.953672197436757,0.64384021578326
0.479842910804446,0.0084811274368461,0.351038295659896,0.420658836514457,0.0879904260327181,0.000289822539875844,0.0021297403625749,0.0272440991550297,0.949331403565245,0.586368932625646
0.564508672722181,0.00864311782371804,0.380542411080138,0.496913947633752,0.102862353037507,0.000290329169841078,0.00193863379443032,0.0212350750795366,0.954206954164157,0.63302115534424
0.447772918410188,0.00909455164071521,0.420197033633101,0.429981371500723,0.107929856693823,0.000290550043705017,0.00125885980921966,0.0235953392968923,0.937316661132544,0.66551958584929
0.471088579154759,0.00923774797986713,0.353698935765444,0.409547018366163,0.117770830347129,0.000141179124957138,0.00165267449364656,0.0232747389579559,0.944170550979251,0.662562405782223
0.530756592573461,0.00832186409228788,0.330647431011665,0.440849404868349,0.0834170307499529,8.61238310323173e-05,0.00130133387678984,0.0204063459585592,0.947151903762773,0.603187722366649
0.350031745954095,0.00916022140967796,0.454542343010204,0.382412766059457,0.108235684446978,0.000884330259929845,0.00194936710692368,0.0243199883522428,0.941198169667079,0.659171725478956
0.534163254736551,0.00867361880344571,0.322499780722435,0.4427550737253,0.0971664848019299,0.000129137586676845,0.000460295806843877,0.0184290254149962,0.950552875001416,0.620952616889674
0.374060544588356,0.00898945239845171,0.461007104633114,0.404167363847548,0.105587970849693,0.000547633535674458,0.00310368772711425,0.0253008624217089,0.935789404200651,0.640557405719689
0.464961647390106,0.00905573823510126,0.446789095242893,0.45333819858386,0.0901935654405213,0.00054083510283232,0.00212921371456639,0.0232110156786098,0.942472086181289,0.639974704737116
0.436423527214744,0.00853185117114144,0.412881506552678,0.415546273254146,0.1142243721939,0.000500076695542364,0.00218388133392766,0.0224549570856508,0.952886180290445,0.598044642681865
0.628520521773942,0.00906125282747929,0.433788168568909,0.568705842714517,0.0954945418812793,0.000148394719081383,0.000951817347729487,0.0219553580757222,0.939526926894338,0.659176210076144
0.353907855119206,0.00865470781186347,0.44243529718968,0.37391775548064,0.121953176741526,0.000644527067171358,0.00176771235043333,0.0214150835209229,0.952544220778529,0.629142874662001
0.448350668349975,0.00901137148482269,0.364890556966183,0.40619114911394,0.0937872786250584,0.000354185820905592,0.00118293969950096,0.0233993774144774,0.93788058227081,0.633145524641631
0.584345198636348,0.00866286869619465,0.445934234519235,0.544226085039188,0.115370933907499,0.000340992142942067,0.00127287542016073,0.0214240205592372,0.954809792181481,0.639529035450131
0.579784504648993,0.00870779377431766,0.452016625619023,0.534512905935922,0.111398191709018,0.000422322308735182,0.00161115633029993,0.0219842061066313,0.944949793627948,0.589153412628717
0.407248725201678,0.0088824368962636,0.40148034895463,0.388316538286627,0.111845638999897,0.000233480770193486,0.00139381459304861,0.022410911932988,0.953667505993828,0.726526814870872
0.612314373294767,0.00886295078361335,0.447640585663851,0.557644069391011,0.0842269164312973,0.000466090819306816,0.000794255474858203,0.0220710681048219,0.939158337442247,0.549896820503591
0.546821814023788,0.00873598104815079,0.530401766814646,0.54754717298179,0.0990583919316831,0.000315260880728632,0.00319677161903217,0.0238725167735472,0.955272296857917,0.726821049891224
0.433109541667744,0.00909615202142409,0.344791536331467,0.384917117115782,0.107396401200856,0.00045336310542747,0.000947644678207459,0.0215782265776929,0.939311126125888,0.57147521522741
0.467572071135432,0.00921488954504724,0.376080738139467,0.429009080390238,0.137933407246932,0.000363899640925555,0.000595717268989011,0.0262536395952715,0.934864779919095,0.612649837297398
0.593790003928365,0.00901327508349139,0.472791728703656,0.555184847320708,0.106165003759045,0.000103413797388805,0.00103793847213816,0.0168347034964482,0.938045449459332,0.668252373784473
0.595767267321012,0.00903658338408603,0.490746776032111,0.56923102335745,0.109707326050918,0.0001401378355998,0.00142413322224691,0.0165901162894496,0.93968371285476,0.682353662399349
0.412413179819766,0.00843375570167054,0.357241924981723,0.377546993702671,0.112614408180382,0.000674607471591853,0.00171966430694237,0.0272224390266002,0.954956668506511,0.62695798115119
0.400029809724575,0.00847799586953582,0.34727922946445,0.362043804569439,0.106967091750927,0.00057796754229559,0.00199636101350776,0.0279175614605884,0.955865596405007,0.633578801100423
0.395512069293688,0.00815377804032192,0.392787009573611,0.377230359292864,0.129965786949001,0.000302234248784238,0.00245527403730416,0.0224404649378132,0.950825698460497,0.620562539599535
0.443046598254453,0.00960308724406224,0.3609573713593,0.398530258717603,0.0718236412486842,0.00041648689956206,0.00110792401469754,0.0237248993843165,0.939031039358516,0.586428557882304
0.365391301988792,0.00945768572149517,0.456015525071482,0.387969613022099,0.0807895564384655,0.0008995831439499,0.00256071164286243,0.0215440596228111,0.949991162963668,0.559688809922273
0.430324309829898,0.0085372169340211,0.358957224430522,0.390099635214943,0.091922018623051,0.000658068428812604,0.00180928740717621,0.0235876733253944,0.952558480920616,0.582138123640986
0.517366055788777,0.00875195905916859,0.358351258541228,0.442295463901185,0.132622081960538,4.28155131354804e-05,0.00143561794408726,0.0227599876320869,0.942838709001869,0.699202296125672
0.511033732970398,0.00896954285770538,0.351696795871511,0.444160333702058,0.118486293788782,8.68921487452705e-05,0.00317040262955959,0.0208934011975492,0.940696701504037,0.675343400187898
0.488913522843597,0.00870351938866686,0.443790167790936,0.482076876420835,0.0992983141093384,0.00118085534737541,0.00070080047554007,0.0232233352446535,0.9462114859732,0.630872887861729
0.550929841889268,0.00909833335949692,0.440848356142927,0.510610721378492,0.0921968253292142,0.000158562542440499,0.000732788274048982,0.0228729505843142,0.954076271315837,0.649878102360422
0.55613997795336,0.00914715795332067,0.420410815059326,0.498680387262689,0.114135354617499,0.000348909451708936,0.00049258307254131,0.022180236239069,0.946536754752184,0.560036734893329
0.46495385134395,0.00884297557142394,0.395869199705373,0.428680987942165,0.119538571058495,0.000850203206871792,0.000543644338245436,0.0237856784456911,0.954185001605343,0.598870485939774
0.520509742548457,0.00898889843778861,0.426097420401858,0.481697912230337,0.079669411437611,0.000324880373786995,0.00145439652642934,0.0239300130510834,0.956411798137953,0.737651470406328
0.493472364007238,0.00888531968576326,0.435082379433561,0.473181548465807,0.0828944547697686,0.000417118076463277,0.00165899256380157,0.0243327628411806,0.953413733384513,0.711722221146884
0.498267311349206,0.00874321113441774,0.419479835929807,0.471594913455993,0.10544443278918,0.000620050134743025,0.00117131164810779,0.0254680233102338,0.959271785803086,0.672768812633547
0.494055846350283,0.00906507327131115,0.449584155409638,0.473750217869276,0.108105987996893,0.000233721086849526,0.00103485857895467,0.0193397538439994,0.9393108582876,0.639979899700815
0.559717103988745,0.00837128139790739,0.381613666595122,0.488622836641431,0.112018186049604,0.000236100957973504,0.00111803106565772,0.0242603311887005,0.95189721017468,0.640841760583652
0.573290885923353,0.00845127065507497,0.429163675787229,0.522684486843892,0.10821722475024,0.000222157104190642,0.000893218638593603,0.0236473356169939,0.948824424234723,0.658806535502361
0.513352230860028,0.00855045014713683,0.438314578604265,0.492654468473116,0.119499217062125,0.000459058365000245,0.000829691902758476,0.0188372859899232,0.941032548415219,0.676320386229045
0.532777161075119,0.00836490211842352,0.573580437444743,0.573419521745823,0.0993566889479408,0.000556976198349576,0.000874074736052085,0.0222177692906121,0.932657616063911,0.721354325043504
0.484851288203434,0.00872276053467976,0.519980728232187,0.490100954763174,0.0883573234068804,0.000155360333983074,0.0007381967520509,0.0227964673539818,0.945841936042864,0.59696555297631
0.520948936701189,0.00888214638886347,0.371578734926823,0.46618894805559,0.112635290778802,0.000258446054645157,0.00274219159876252,0.0216221694068103,0.935684400781424,0.622356697561927
0.519483928446799,0.00845584260604985,0.499367091649302,0.515256124195981,0.0870218762498474,0.000263717430856725,0.000711747489969067,0.0217472361562477,0.953274235203708,0.609365768194998
0.517273389985171,0.00918555421419872,0.404337746871038,0.473027014233171,0.0917431748274511,0.000583274580412975,0.000678014332239591,0.0236907733301349,0.944538199752552,0.653138703961505
0.565374264453479,0.00820811670977755,0.384560899355416,0.499363249193752,0.101711821961469,0.000158649843097328,0.00329641100176072,0.0212414694601607,0.951771155785052,0.594177319578
0.475696747860671,0.00941196263230541,0.458863516430363,0.468836635512448,0.0969928492828667,0.000169399749526264,0.000444790177819418,0.0233235615225753,0.940620422116924,0.680010975144257
0.623389200538038,0.00886966936209979,0.38525993261444,0.551811357119248,0.101383297720615,0.000322693008064804,0.000777900227038408,0.0203595997018974,0.947532899303159,0.651882558032999
0.432406872260016,0.00884873342864959,0.508189322944584,0.464671255337415,0.124555451910217,0.000283690356197327,0.0034424326070993,0.0223184402492448,0.945634307125325,0.687561108752786
0.4905654576344,0.008757924267336,0.35848039688559,0.432224856929659,0.0991733970625891,0.000694447849775852,0.000731407283711162,0.0228245243069672,0.947306499758825,0.65770196228569
0.474605629451196,0.00866347267741539,0.432067378609408,0.450059671487009,0.0948427207770475,0.000183036239838535,0.00162966447028554,0.0244053918276086,0.951099380608457,0.605958436350936
0.497152738575602,0.00877154637014789,0.467879368822438,0.487157701319924,0.0857721144449223,0.000991770668816528,0.00179478996386058,0.0214430133219878,0.938361719754596,0.562188467480625
0.448556809784172,0.00871450299759896,0.459609622919529,0.450842724701864,0.0820282056488791,0.000489317976040848,0.00543946594518987,0.0212238509915534,0.93906691325365,0.550265557695017
0.520707092075581,0.00938583393038422,0.401963354781958,0.458999455807266,0.108111942542957,0.000349259656271868,0.000545438149373919,0.0261199740214755,0.939373935277791,0.470291284558778
0.480442477222334,0.00837107352799634,0.489568516387002,0.489335267626734,0.0939058987643812,0.000434565083763573,0.000879162214322678,0.0177388747881565,0.949041545305118,0.744009819956879
0.50212228811222,0.00875948629359738,0.341336070622826,0.426793794501105,0.0895009571764548,0.000308964928006798,0.000328596287498646,0.024208303394126,0.946808710635744,0.599674413860187
0.522244998099501,0.00897561166365923,0.326165124586994,0.442763502852129,0.0775138134288746,0.000559827713716875,0.000353641128278578,0.0222481805339961,0.952052010113196,0.646353679543357
0.513228655418604,0.00895281507672789,0.464969665317768,0.494098736871976,0.110184936608265,0.000148576380172779,0.00284029672729057,0.0262867063265327,0.956919554180193,0.741488371388117
0.462267360587434,0.00821680510832536,0.439328063988251,0.451878559749272,0.0768387436078471,0.00162974644248576,0.000621255804852575,0.0233905344424518,0.948039014093368,0.616002233019518
