"time","top","med","bottom","date"
0,0.00124105237435293,0.000636398140890468,3.1743907428003e-05,2021-04-23
0.5,0.00117837789190314,0.000604709185373108,3.10404788430811e-05,2021-04-23
1,0.00111899302213756,0.000574671895955011,3.03507697724582e-05,2021-04-24
1.5,0.00107299063124696,0.000550363061516462,2.77354917859666e-05,2021-04-24
2,0.00103898086697575,0.000531811244338,2.4641621700254e-05,2021-04-25
2.5,0.00100596009741837,0.000513926539670306,2.18929819222459e-05,2021-04-25
3,0.000998258650127271,0.000508854852564101,1.94510550009323e-05,2021-04-26
3.5,0.00100151201118754,0.000509396814903099,1.72816186186604e-05,2021-04-26
4,0.00100452828683756,0.000509941276962335,1.53542670871084e-05,2021-04-27
4.5,0.00100730715651868,0.000510474571295143,1.3641986071604e-05,2021-04-27
5,0.00100984855585831,0.00051098466524759,1.21207746368666e-05,2021-04-28
5.5,0.0010121526774089,0.000511460993384527,1.07693093601528e-05,2021-04-28
6,0.00101421997098791,0.000511894308413471,9.56864583902969e-06,2021-04-29
6.5,0.00101605114361898,0.000512276548528657,8.50195343833748e-06,2021-04-29
7,0.0010176471590752,0.000512600719328248,7.55427958129096e-06,2021-04-30
7.5,0.00101900923702666,0.000512860788662985,6.71234029930741e-06,2021-04-30
8,0.00102013885179489,0.000513051592957235,5.96433411958113e-06,2021-05-01
8.5,0.00102103773071823,0.000513168753705916,5.29977669360246e-06,2021-05-01
9,0.00102170785213268,0.000513208602995418,4.70935385815323e-06,2021-05-02
9.5,0.00102421444206532,0.000514199616571033,4.1847910767406e-06,2021-05-02
10,0.00102996142375346,0.000516840080595461,3.71873743746477e-06,2021-05-03
10.5,0.00103555936339224,0.000519432012989163,3.30466258608246e-06,2021-05-03
11,0.00104100813087466,0.000521972448013985,2.93676515331268e-06,2021-05-04
11.5,0.0010463078180448,0.00052445885472026,2.60989139571617e-06,2021-05-04
12,0.00105145874269327,0.000526889102802623,2.31946291197547e-06,2021-05-05
12.5,0.00105646145234477,0.00052926143238392,2.06141242307518e-06,2021-05-05
13,0.00106131672783181,0.000531574427274649,1.83212671748387e-06,2021-05-06
13.5,0.00106602558664856,0.000533826991305544,1.6283959625277e-06,2021-05-06
14,0.00107058928607906,0.000536018327375585,1.44736867210856e-06,2021-05-07
14.5,0.00107500932609485,0.000538147918897418,1.2865116999897e-06,2021-05-07
15,0.00107928745201682,0.000540215513357483,1.14357469814706e-06,2021-05-08
15.5,0.00108342565693696,0.000542221107739552,1.0165585421407e-06,2021-05-08
16,0.00108742618389564,0.000544164935588305,9.0368728096672e-07,2021-05-09
16.5,0.00109129152781064,0.00054604745551441,8.03383218176998e-07,2021-05-09
17,0.00109502443715447,0.000547869340964678,7.14244774889487e-07,2021-05-10
17.5,0.0010986279153767,0.000549631471100484,6.35026824265469e-07,2021-05-10
18,0.00110210522206869,0.000551334922645168,5.64623221645198e-07,2021-05-11
18.5,0.00110545987386794,0.000552980962576617,5.02051285292252e-07,2021-05-11
19,0.0011086956451002,0.000554571041555115,4.46438010028678e-07,2021-05-12
19.5,0.00111181656815727,0.0005561067879888,3.97007820328981e-07,2021-05-12
20,0.00111482693360906,0.000557590002650038,3.53071691020198e-07,2021-05-13
20.5,0.00111773129004858,0.000559022653765742,3.14017482909114e-07,2021-05-13
21,0.00112053444366893,0.000560406872513312,2.79301357693859e-07,2021-05-14
21.5,0.00112324145757152,0.000561744948861586,2.48440151653775e-07,2021-05-14
22,0.00112585765080499,0.000563039327703023,2.21004601060222e-07,2021-05-15
22.5,0.00112838859713465,0.000564292605229426,1.96613324199803e-07,2021-05-15
23,0.00113084012354233,0.000565507525508925,1.74927475517597e-07,2021-05-16
23.5,0.00113321830845669,0.000566686977226753,1.55645996819835e-07,2021-05-16
24,0.00113552947971431,0.000567833990556585,1.38501398855067e-07,2021-05-17
24.5,0.00113778021225208,0.000568951734133061,1.23256014037521e-07,2021-05-17
25,0.00113997732553113,0.000570043512099411,1.09698667690318e-07,2021-05-18
25.5,0.0011421278806932,0.000571112761207133,9.76417210620739e-08,2021-05-18
26,0.00114423917744998,0.000572163047947287,8.69184445904897e-08,2021-05-19
26.5,0.00114631875070616,0.00057319806569534,7.73806845240019e-08,2021-05-19
27,0.00114837436691691,0.00057422163185352,6.88967901323442e-08,2021-05-20
27.5,0.00115041402018062,0.000575237684976507,6.13497723967656e-08,2021-05-20
28,0.00115244592806744,0.000576250281867878,5.46356683219407e-08,2021-05-21
28.5,0.00115447852718437,0.000577263594636136,4.86620878998845e-08,2021-05-21
29,0.00115652046847747,0.000578281907700395,4.33469233219708e-08,2021-05-22
29.5,0.00115858061227149,0.000579309614736901,3.86172023144139e-08,2021-05-22
30,0.00116066802304747,0.000580351215558486,3.44080694973119e-08,2021-05-23
30.5,0.00116279196395831,0.000581411312919889,3.0661881465955e-08,2021-05-23
31,0.00116496189108232,0.000582494516704139,2.71423259590192e-08,2021-05-24
31.5,0.00116718744741466,0.000583605260628653,2.3073842647281e-08,2021-05-24
32,0.00116947845659617,0.000584749038224959,1.96198537507769e-08,2021-05-25
32.5,0.00117184491637894,0.000585930801660147,1.66869413544588e-08,2021-05-25
33,0.00117429699182782,0.000587155593898674,1.41959695295599e-08,2021-05-26
33.5,0.00117684500825659,0.000588428544073322,1.2079890056242e-08,2021-05-26
34,0.00117949944389748,0.000589754862892119,1.02818867583207e-08,2021-05-27
34.5,0.00118227092230225,0.00059113983805412,8.75380598891731e-09,2021-05-27
35,0.00118517020447284,0.000592588829650901,7.45482896336933e-09,2021-05-28
35.5,0.00118820818071924,0.00059410726553388,6.3503485204487e-09,2021-05-28
36,0.00119139586224203,0.000595700636630365,5.41101870410208e-09,2021-05-29
36.5,0.00119474437243655,0.000597374492193507,4.61195046349228e-09,2021-05-29
37,0.00119826493791557,0.000599134434973243,3.93203091066422e-09,2021-05-30
37.5,0.00120196887924679,0.000600986116296931,3.35334707207128e-09,2021-05-30
38,0.00120586760140139,0.000602935231049708,2.86069802314667e-09,2021-05-31
38.5,0.00120997258390954,0.000604987512545667,2.4411817889894e-09,2021-05-31
39,0.00121429537071835,0.000607148727281923,2.08384550066223e-09,2021-06-01
39.5,0.00121884755974762,0.00060942466956835,1.77938907597188e-09,2021-06-01
